segment_id,speaker_id,raw_elevenlabs_speaker_ids,start_sec,end_sec,duration_sec,text
seg_0076,SPEAKER_3,speaker_2,284.46,285.5,1.04,And there's nothing wrong with that.
seg_0077,SPEAKER_2,speaker_1,288.52,290.52,2.0,I'm literally gonna pee my pants.
seg_0078,SPEAKER_2,speaker_1,292.74,307.34,14.6,"Chris, Benedict, Benedict l- Benedict wants to have... Oh, God. Benedict wants to have a family, and I think that's what women respond to is that he, I th- and I think the thing about him is he will actually be a good dad and a good husband. I think he'll be loyal and I think he'll be caring."
seg_0079,SPEAKER_3,speaker_2,307.62,307.74,0.12,Yeah.
seg_0080,SPEAKER_2,speaker_1,307.8,308.48,0.68,So I think women-
seg_0081,SPEAKER_3,speaker_2,308.8,309.039,0.239,Like a dog.
seg_0082,SPEAKER_2,speaker_1,309.76,311.2,1.44,Women respond to that.
seg_0083,SPEAKER_3,speaker_2,311.88,316.45,4.57,"Benedict, Benedict, the thing about Benedict is that he is, uh, and in all seriousness, he's, he's such a delightful human being."
seg_0084,SPEAKER_2,speaker_1,316.45,317.96,1.51,Let's not do that. Everybody knows it.
seg_0085,SPEAKER_1,speaker_0,318.02,318.16,0.14,Mm.
seg_0086,SPEAKER_3,speaker_2,318.38,320.38,2.0,"But that, he is a delightful human. Yeah, he's an idiot."
seg_0087,SPEAKER_1,speaker_0,320.42,321.98,1.56,Can you set me up with him? Can you just be my nan?
seg_0088,SPEAKER_2,speaker_1,322.04,323.46,1.42,"Well, haven't you gone in to meet him?"
seg_0089,SPEAKER_1,speaker_0,323.84,325.72,1.88,"Yeah, but he didn't ask me out, which was a shame."
seg_0090,SPEAKER_2,speaker_1,326.24,330.88,4.64,"I'm surprised about that, to be honest. Truth be told, I'm actually, with a face like yours, surprised he didn't ask you out."
seg_0091,SPEAKER_3,speaker_2,330.92,331.13,0.21,"If you, uh-"
seg_0092,SPEAKER_2,speaker_1,331.18,334.4,3.22,So maybe we could circle back and rearrange that meeting.
seg_0093,SPEAKER_3,speaker_2,334.51,335.84,1.33,"Yeah. I think he's, is he, uh-"
seg_0094,SPEAKER_2,speaker_1,336.46,337.06,0.6,Singulare?
seg_0095,SPEAKER_3,speaker_2,337.18,337.84,0.66,Singularis?
seg_0096,SPEAKER_2,speaker_1,338.8,341.03,2.23,He's... I wouldn't know. I think that might-
seg_0097,SPEAKER_3,speaker_2,341.1,342.96,1.86,I know him sing- I know him and Martin Freeman were tight for a while.
