speaker,start,end,text
speaker_0,194.94,201.02,"Uh, uh, Speaker McCarthy has said the president has, uh, invited him to speak, you know, have a conversation-"
speaker_1,201.18,201.19,Yes
speaker_0,201.19,208.38,"... and to discuss a responsible lift to the debt ceiling. So, uh, w- what does that mean? How does this politically get dressed up so we avoid the cliff?"
speaker_1,209.66,250.2,"Well, um, at first, that's a good thing. I'm, I'm very, very happy that the president and, uh, Speaker McCarthy are talking. That's really positive. Um, how do we fix this? Um, Jeff Merkley and I have a bill that's based upon an earlier fix that, uh, Senator McConnell led during the Obama administration when there was a similar, uh, brinksmanship around the debt ceiling, and Senator McConnell said, ""Look, we will allow the president to raise it subject to a congressional disapproval,"" and that was done, and we think that should be the norm anyway. So we have a bill called the Protect Our Credit Act that would basically say the president has gotta cover the debts of the United States, um, and if that includes raising the debt ceiling, the president can do that."
speaker_0,250.52,250.53,Mm-hmm.
speaker_1,250.53,253.46,"But if Congress disapproves, then you can have an expedited-"
speaker_0,253.64,253.67,Yeah
speaker_1,253.67,257.19,"... up or down vote in Congress, and I think that's the right solution to this."
speaker_0,257.44,266.63,"Uh, before I let you go, you're on Armed Services. How concerned are you that Secretary of Defense Austin left Germany with no agreement among Western allies to provide tanks to Ukraine?"
speaker_1,268.19,286.98,"Margaret, there are, there are some differences about exactly what and what's the timing in terms of providing equipment, but we have assembled a global coalition to support Ukraine. The unity has been very strong and the support bipartisan and bicameral in Congress has been very strong, and I think that will continue."
speaker_0,287.52,289.56,"Senator Kaine, thank you for your time today."
speaker_1,290.56,291.06,Absolutely.
speaker_0,291.07,291.07,And s-
speaker_1,291.32,291.599,"Thanks, Margaret."
speaker_0,292.14,298.98,"And some of the nation's mayors are in town. They're the first line of defense in every city, as you all know, so stay with us. We'll be right back."
speaker_0,302.82,320.17,"We're back now with four of our nation's mayors. Francis Suarez is the mayor of Miami and the head of the US Conference of Mayors. LaToya Cantrell is the mayor of New Orleans. Plus we have Atlanta Mayor Andre Dickens with us, along with John Giles, the mayor of Mesa, Arizona. Good morning to all of you, and thank you so much for being here-"
speaker_2,320.68,320.69,Good morning
speaker_0,320.69,321.3,... in person.
speaker_3,321.34,322.18,Thanks for having us.
speaker_0,322.32,349.036,"Um, I, I wanna talk about just w- what is developing, um, in terms of the shooting in California. Nationwide, we are seeing this spike in violent crime. We're seeing reports of an uptick in antisemitism and hate crimes. All of you are from states where there are fairly permissive gun laws, and I wonder, uh, uh, Mayor Suarez, how you put those pieces together. What is driving this?"
speaker_3,349.276,372.035,"Yeah, it's, it's, uh, so many different, uh, factors that are driving this. But, you know, one of the things that we focused a lot on in this, uh, mayoral conference that we just, uh, ended was mental health. Uh, mental health is a huge component of what's driving a lot of these, uh, when you look at the root cause, and you go back and you, uh, sort of peel back the layers of the onion. Uh, mayors are very concerned about it. Um, we obviously had a panel, obviously, on, uh, on, on urban crime."
speaker_0,372.166,372.366,Mm-hmm.
speaker_3,372.516,391.196,"Um, and certainly a lot of these mayors, uh, have talked about, uh, you know, gun control in their cities. Um, in our city, you know, we, we have... we're very blessed. We had a great year. Uh, our homicide level went down. We've been able, and I, and I knock on proverbial wood, that we haven't had any of these mass shootings that we've seen across the country, which seem to be, uh, uh, you know, es-"
speaker_0,391.205,391.205,Mm
speaker_3,391.205,405.796,"... escalating in terms of frequency and in terms of, um, uh, uh, you know, the amount of times that we're seeing them. It's almost every day it seems like we're having one. Um, so, uh, i- it's been, it's been tough. It's something that mayors are grappling with across the country, and we're focusing it on in a very comprehensive way."
speaker_0,405.876,413.836,"You specifically this week told your fellow mayors that, uh, some of this is driven by no cash bail policies. Why do you say that? Are repeat offenders a problem?"
speaker_3,414.136,441.606,"Yeah. Well, what, what I'm focusing on is the no cash bail, uh, is creating lawlessness in a lot of our cities. What's happening is, for example, people get out, uh, right away. They're not even, uh, uh... you know, they don't even have to post bail, uh, so they're able to get out, uh, right away. And so we're seeing someone go into, like, a CVS, for example, um, and, and take thousands of dollars worth of merchandise, which is causing, uh, CVSs to close, which hurts, uh, the, you know, the rest of the city. But that, that's not particularly related to, to the gun violence issue. It's related more to petty crime-"
speaker_0,441.836,441.906,Mm-hmm
speaker_3,441.936,450.276,"... uh, which is creating lawlessness in some of our cities. But what we're do- we are seeing, uh, in the city of Miami is, you know, we are f- upfunding our police. You know, a lot of cities-"
speaker_0,450.316,450.366,Yeah
speaker_3,450.496,453.616,"... got into the defunding police movement, and we're seeing that as a bipartisan issue."
speaker_0,453.656,453.666,Mm-hmm.
speaker_3,453.756,467.436,"I said it at the White House, uh, you know, just, uh, a couple days ago, and the president echoed what I said about upfunding police and not defunding police. So I think that is a bigger issue as we, uh, uh, struggle with how we solve these issues in, uh, on our cities."
speaker_0,467.816,474.116,"And, and President Biden put in, what, 4 billion in grants that's available for local law enforcement use i- in cities around the country."
speaker_4,474.236,491.816,"Yeah. You know, as you talked about this issue that's happening right now in California, yet another mass shooting in our country, it continues to happen, uh, too frequently. And so, uh, it's just too many guns in America. There's too many guns in the hands on our streets, and guns plus anger equals bad outcomes, equals violence."
speaker_0,491.856,491.865,Mm.
speaker_4,491.865,507.236,"And so we have to bring back, uh, laws that are sensible, uh, common sense gun laws to be able to reduce the amount of access that people have to guns. And so you see another mass shooting and, uh, lives are lost, and my heart goes out to the people of California experiencing that. And so as Mayor Suarez mentioned-"
speaker_0,507.276,507.286,Mm-hmm
speaker_4,507.286,533.986,"... we're talking about mental health and how to make sure that we have, uh, anti-violence in our communities. We're utilizing, uh, Cure Violence, uh, you know, to bring down the retaliation and make sure we have, uh, healing in our communities to try to use policing and non-policing tactics to bring down violence. Midnight basketball, uh, things that are... you know, summer youth employment program to help, help our youth, but mental health and just getting people, uh, the quality care that they need so they make wise decisions."
speaker_0,534.016,534.025,Mm-hmm.
speaker_4,534.025,539.956,"'Cause most of the violence that we're seeing in our communities is escalating disputes, people that are unable to resolve a conflict-"
speaker_0,540.196,540.206,Mm
speaker_4,540.206,559.956,"... that's just escalated too much, and people aren't fighting or arguing anymore. They're taking their, uh, hands to their pockets and pulling out a gun, and it gets too intense and someone kills someone, and that's the violence we're seeing in America. So we have to take a whole of government approach to be able to bring down this violence, things that we can do, uh, to help our youth, to help our communities."
speaker_0,559.996,560.396,Yeah.
speaker_4,560.406,562.835,"Uh, a- and that's some of the stuff that we're doing in Atlanta."
speaker_0,562.896,569.976,"Mayor Giles, you, uh, actually, I was surprised when I saw that Mesa has such a big population. I think you've, you, you're the biggest city at the table."
speaker_5,570.296,570.336,Yeah.
speaker_0,570.456,576.676,"Um, and it looked at... I looked at your police site. It says that you are one of America's safest large cities."
speaker_5,576.976,577.156,Right.
speaker_0,577.546,581.835,"Uh, but how do you qualify that and, and how are you doing that if that is a f- is a fact?"
speaker_5,582.096,624.836,"Well, a, a lot of the things that, that these, uh, fellows have just mentioned. We are, are doubling down on our investment in our police department, and we are shifting the paradigm. Uh, uh, a few years ago we changed the name of our fire department. It's no longer the Mesa Fire Department. It's now Mesa Fire and Medical to better reflect what we do. We need to do the same when it comes to policing. It needs to be the police and mental health department. Last year we, we, uh, diverted over 3,000 911 calls away from a police response to a mental health response. So again, it, the, the, the importance of mental health is, is ubiquitous in all that we do, and that was discussed at the, uh, at the conference. It's, it has everything to do with, with how we address homelessness. It has everything with how we do, how we a- address, uh, policing in our community."
speaker_0,625.256,638.836,"Mayor Cantrell, uh, I wanna get you on that too because, uh, President Biden said it's not about defunding the police, it's about restraining the police. I wonder if you agree with that. I know you have had a problem in New Orleans with not having enough police officers."
speaker_6,638.846,638.846,Sure.
speaker_0,638.876,641.196,"Less than 1,000 for 300,000 people."
speaker_6,641.296,695.846,"Sure, and the thing is is that, um, it's about retention, and it is also about recruitment. Uh, because of this second tranche of the American Rescue Plan dollars coming our way with direct allocation, oh, it has really been a lifeline, uh, where we're putting 80 million in public safety across the board. One of the biggest in terms of a retention and incentive package to retain. Uh, we see it slowing down, meaning attrition is declining. Our officers are staying. And so we just have to continue to give the tools and resources that our officers need to respond. Also, in terms of the capacity issue you mentioned, you know, I've had to put, um, all commissioned officers that were in special ops over 75 back on the street because my officers were saying, ""Hey, we need help out here."" So I have to protect my officers so they can protect my city. And so we're seeing, uh, real results in regards to our, our redeployment strategy on the ground."
speaker_0,696.946,703.516,"So, y- y- New Orleans has the highest per capita murder rate of any major city. Why?"
speaker_6,703.596,728.54,"Why is because, one, dealing with COVID-19, violence. Everyone has guns. Uh, the ability or the lack of the ability to resolve a conflict, uh, without reaching and pulling a gun. Also as it relates to accountability, you know, um, low-lying offenses You know, when they don't get bail or they're not, um, restrained, then we're just seeing how these crimes escalate."
speaker_0,728.58,728.82,Mm-hmm.
speaker_6,728.88,744.52,"People need to be held accountable across the board, and we're seeing, um, uh, results, I would say. We're moving in the right direction. But I tell you, we definitely need to hold people accountable. Um, you can't fight crime just focusing on police."
speaker_0,744.66,744.86,Mm-hmm.
speaker_6,744.96,763.3,"It's about a system, a criminal justice system. It's about the DA, uh, your judges, and it's about building in accountability. Everyone needs to be held accountable, and that's how we're focusing on it, holistic approach in the city of New Orleans. Definitely, uh, seeing a decline, moving in the right direction."
speaker_0,763.85,769.02,"Y- this issue of crime in your city is causing a lot of political problems, and you are the target of a recall-"
speaker_6,769.109,769.109,Mm-hmm
speaker_0,769.109,774.3,"... drive that's underway, uh, right now. Uh, a number of allegations against you as well-"
speaker_6,774.4,774.59,Mm-hmm
speaker_0,774.6,781.04,"... uh, in g- in regard to financial improprieties. How much of the responsibility with the crime issue do, do you personally take?"
speaker_6,781.72,803.18,"Well, first of all, it is the New Orleans Police Department that is absolutely under my authority. And with that, making sure that not only I'm listening to my officers, but getting them the resources that they need to fight crime. And that is exactly what we're seeing on the ground, the incentive packages, retaining officers, as well as recruitment."
speaker_0,803.19,803.19,Mm.
speaker_6,803.19,804.14,And that's the focus.
speaker_0,804.74,806.88,And do you believe you'll survive this recall effort?
speaker_6,806.92,808.32,"Well, based on what I see-"
speaker_0,808.36,808.53,Mm-hmm
speaker_6,808.56,829.32,"... is that the residents of my city, uh, definitely appreciate continuity in leadership. And so with that, uh, that speaks to keeping progress moving and alive under my leadership. Second elected twice in the city, 61% the first time, 65% the second time. Continuity in leadership is what I'm seeing by my people."
speaker_0,829.96,861.32,"I, I wanna get to all of you on a number of issues, but I, I know something very, uh, intense has just happened in Atlanta, Mayor Dickens. I watched a press conference you held last night following the death of a Georgia-based activist. It turned into a riot. This stems, as I understand it, from the shooting death of an activist. Um, and the body camera from the policeman who's believed to have shoot this, uh, individual doesn't exist. Um, what can you tell us in terms of who is behind the violence that happened yesterday?"
speaker_4,861.84,891.0,"Yeah. Uh, earlier this week, an individual that was protesting in the woods, uh, a number of folks are in the woods trying to protest against the development of a public safety training center, which is for police and firefighters, a new state-of-the-art training center that's going to allow us to do 21st century policing, allow us to have a emergency vehicle obstacle course, and these things that police and fire will be able to work together to be able to, uh, bring about, you know, safety in our community. And so we're building it, but some folks don't wanna see anything built that supports police-"
speaker_0,891.22,891.23,Mm-hmm
speaker_4,891.23,940.52,"... so they call it Cop City. And these individuals are in the woods protesting it. And unfortunately, they, uh, were engaged by, uh, Georgia State Patrol, asked them to be able to move out of the, the woods. An individual shot at the Georgia State Patrol, and the Georgia State Patrol officer shot back. And unfortunately, uh, that individual was killed and the, and the patrol officer, the state patrol officer was shot in the abdomen. And so now, uh, they had a, a, a, a protest last night, uh, and it was peaceful, but there were some individuals within that crowd that meant violence. They had explosives. They burned down a police car. They broke windows at businesses. And so our police department, along with our state and federal partners, took swift action within two blocks and brought that situation under control, and the violence stopped, and those six individuals were arrested. And it should be noted-"
speaker_0,940.66,940.69,Mm-hmm
speaker_4,940.69,955.2,"... that these individuals were not Atlanta or Georgia residents. Most of them traveled into our city to wreak havoc. And so we love, uh, to support people when they're doing right. Peaceful protest is a part of the American, uh, our freedoms."
speaker_0,955.21,955.51,Mm-hmm.
speaker_4,955.55,959.18,"But when you are violent, we will make sure that you get, uh, held accountable."
speaker_0,959.24,985.3,"I want, I wanna pick you up on, on that point, when you say people from out of town, they're carrying explosives. Um, is this an organized, uh, movement here? Your local paper says this is having national reach with reaction from groups ranging from, quote, "" environmental activists, radical anarchists, and Black revolutionaries."" Marjorie Taylor Greene, Georgia congresswoman, I'm sure you know her, blamed Black Lives Ma- Matter and Antifa, and that she blamed Democrats."
speaker_0,986.76,987.53,On the facts-
speaker_4,987.64,987.69,Yeah
speaker_0,987.82,990.5,... 7 to 13 people have been charged with domestic terrorism.
speaker_4,990.68,990.69,Mm-hmm.
speaker_0,991.36,995.48,Is this terrorism? Is this crime? What is this? Who's behind it?
speaker_4,996.06,1004.81,"Yeah. I, I, I don't, I won't go as far as whatever, uh, that representative said, but what I will say is that it is a crime, uh, and that's why they've been charged with the crime, and these crimes-"
speaker_0,1004.84,1005.74,Domestic terrorism
speaker_4,1005.78,1028.58,"... the, and the crimes range from violence, to domestic terrorism, to assault and battery, and some other things. Um, but yes, it is violent when someone turns to burn down a police car or break out windows or have explosives on them. I don't get into the names. I don't know all the organizations. I'll let y'all decide who did it. I just know they're arrested, and if they come into Atlanta again to wreak havoc, they will be arrested again."
speaker_0,1028.92,1031.9,But do you believe your city is being targeted by organized groups?
speaker_4,1032.26,1038.449,"I- in that regard, yes. Um, those individuals that are, uh, protesting against Cop City, as they call it-"
speaker_0,1038.56,1038.57,Mm
speaker_4,1038.57,1066.86,"... it's really a public safety training center, uh, they don't wanna see, uh, the very things that they ask for, more police training. We can't train, uh, imaginary. We have to do it in a facility that allows for police, firefighters, and the community to train together. And so this is bringing about the change that we wanted to see in 2020, and now while we're doing it, these individuals don't wanna see any resources go towards that, uh, training. And so we're going to develop this training center, and those individuals will have to come to a halt."
speaker_0,1067.44,1076.6,"Uh, Mayor Giles, um, you are on the frontline of the migration surge, and I think it's so interesting that you're characterizing your city as very safe."
speaker_6,1076.86,1077.03,Mm-hmm.
speaker_0,1077.18,1082.02,"You know, these issues of migration surges being uncontrolled and crime are often conflated."
speaker_6,1082.1,1082.58,Mm-hmm
speaker_0,1083.06,1091.08,"How are you doing that, um, i- in terms of, uh, not having this overwhelm your local officials and law enforcement?"
speaker_5,1091.36,1155.97,"Well, I wish I could say it's not overwhelming us. Uh, it, it is, and it has been for decades. And, uh, one of the, uh, things I've enjoyed about this conference over the last few days is we- you're starting to see more bipart- bipartisan frustration. You're seeing the mayor of New York City and Chicago and, uh, and Atlan- and, uh, Denver are, are all top of their a- agendas now is talking about the problems that are being created in their communities as a result of the migration surge. I, in no way, uh, support or, or en- encourage the, the practice of some of our border state governors in sending, uh, migrants to these large northeastern cities, but I do have to admit that it has elevated this issue to a place that it has not been previously. Border states have been, um, complaining for decades about, uh, the need to address immigration reform, uh, the need to, uh, uh, dedicate additional, uh, resources to the border. Uh, and, uh, we're doing the best we can. But, uh, but in, in our city, the, uh, the, the church groups, the nonprofits that are being put upon by the federal government to come in and, and, and-"
speaker_0,1156.26,1156.29,Mm-hmm
speaker_5,1156.29,1168.22,"... uh, take up the slack, uh, we are are past our resources. So hopefully, this newfound, uh, bipartisan frustration and, and joining of northeastern cities to this issue will help elevate it."
speaker_0,1168.3,1176.32,"And you have the Super Bowl coming out to Arizona soon. I know, I, I read that you plan to take the Homeland Security secretary around your city?"
speaker_5,1176.6,1191.44,"Absolutely. Uh, Mayor, uh, uh, Gallego and I met with the Secretary Mayorkas just a few days ago, uh, extended that invitation. We have very limited resources a- as far as welcoming centers and, and facilities to process these migrants as they proceed in their, in their-"
speaker_0,1191.48,1191.49,Mm-hmm
speaker_5,1191.49,1197.76,"... journeys on sometimes to, to the, the northeastern cities. Uh, we need the band-aids to keep coming from, from the-"
speaker_0,1197.77,1197.78,Yeah
speaker_5,1197.79,1203.34,"... federal government i- in terms of facilities, but we also need to address the underlying issue of, uh, immigration reform."
speaker_0,1203.48,1205.52,"Mayor Suarez, I need to get to you on this as well-"
speaker_3,1205.7,1205.71,Yeah
speaker_0,1205.71,1207.66,"... um, because South Florida has seen this influx-"
speaker_3,1208.5,1208.51,Sure
speaker_0,1208.51,1221.36,"... by boat, Cubans in particular, Haitians. Uh, Customs and Border Protection report a 400% increase in the month of October alone. Are these new tighter regulations from the Biden administration making any difference?"
speaker_3,1222.14,1287.0,"Uh, it's hard to say. They, they we- were just imposed. But, uh, certainly, uh, I think the failure of having, uh, an immigration solution, uh, a- as Mayor Giles said, uh, is, uh, creating, uh, sort of Miami and Florida becoming a border state and border, uh, city. Uh, as you said, we had, uh, the single largest increase in public school enrollment year over year, uh, this year. And so that, uh, just to put that in context, about 14,000 new children. Uh, if, if a big school is 2,000 children, that's seven new schools that we have to create in the system. Um, it obviously, as you said, puts a homeless, uh, strain on the homeless, uh, system, uh, in trying to, to take care of the least, the last, and the lost in our cities. Uh, it puts a strain on our public hospital system. We have one of the largest pub- public hospitals in the country that, uh, provides hundreds of millions of dollars of indigent care, puts a tremendous amount of strain on that system. So, uh, I, I think cities across America, as, as Mayor Giles said, are coming together in a bipartisan fashion, and we're asking for a long-term solution. This problem has to be fixed. There has to be an articulated strategy. Um, a lot of the immigration is coming from this hemisphere."
speaker_0,1287.55,1287.55,Yeah.
speaker_3,1287.58,1302.86,"And it doesn't seem like, uh, you know, uh, either party really, uh, has focused on solving the problem as opposed to, you know, demonizing the other side for their position, and I think that's what we're, what mayors do is we focus on solving problems, not blaming somebody else for it."
speaker_0,1303.42,1308.34,"All right. And you delivered that message here in Washington this week. Mayors, thank you very much for coming to the table."
speaker_5,1308.52,1309.04,Thank you.
speaker_3,1309.4,1309.41,Thank you.
speaker_5,1309.41,1309.41,Thank you.
speaker_0,1309.42,1310.02,We'll be right back.
speaker_0,1313.02,1318.74,"That's it for us today. Thank you for watching. Until next week, for Face the Nation, I'm Margaret Brennan."
