segment_id,speaker_id,raw_elevenlabs_speaker_ids,start_sec,end_sec,duration_sec,text
seg_0016,SPEAKER_1,speaker_0,133.82,137.42,3.6,"And the Slaughter case, we should also underscore, overturned 100-year-old precedent as-"
seg_0017,SPEAKER_2,speaker_1,137.46,137.549,0.089,Right
seg_0018,SPEAKER_1,speaker_0,137.56,139.9,2.34,"... as well. Uh, Jonathan, how did, how did you look at this?"
seg_0019,SPEAKER_3,speaker_2,140.1,151.6,11.5,"Well, I don't know if the Supreme Court did, you know, okay by, um, democracy. I mean, David said, um, you thought that the Court didn't want to upset what democracy brought to us."
seg_0020,SPEAKER_1,speaker_0,152.57,152.57,0.0,Yeah.
seg_0021,SPEAKER_3,speaker_2,152.6,182.32,29.72,"Democracy brought to us the Voting Rights Act of 1965, and the Supreme Court just gutted it, decimated it. And states around the country, particularly in the South, moved quickly with the same speed, if not faster, than when the, the Court took the first whack at it in Shelby v, in Shelby v Holder. So, um, I'm not as cheerful when it comes to the Court in terms of, you know, standing, uh, yes, standing up to the president on the big authoritarian pieces."
seg_0022,SPEAKER_1,speaker_0,182.4,182.52,0.12,Hm.
seg_0023,SPEAKER_3,speaker_2,182.74,190.98,8.24,"But the VRA, um, and Chief, particularly Chief Justice Roberts really wanting to do, to do something to, to, to his mind correct it-"
seg_0024,SPEAKER_1,speaker_0,191.24,191.38,0.14,Hm
seg_0025,SPEAKER_3,speaker_2,191.5,219.62,28.12,"... predates President Trump. But the other thing about, about the Supreme Court's term is that, you know, a lot of the decisions that they made, you know, would've been nice if Congress were functioning and had actually, you know, exercised its Article 1 branch auth- powers to do some of these things. I mean, it's great that the judiciary is functioning, but it'd be really nice if, if the legislative branch started acting like a co-equal branch of government instead of the staffing arm of the executive."
seg_0026,SPEAKER_1,speaker_0,219.64,263.42,43.78,"Well, let's talk a little bit about what could happen in the legislative branch, some of those primary upsets we talked about earlier.'Cause in the past few weeks, we have seen anti-establishment wins for Democratic candidates in particular. First to New York, we saw the Democratic Socialist candidate there, Daria Ilesa Vila Chevalier, unseat the five-term congressman, Adriano Espaillat. We also saw former New York Comptroller Brad Lander unseat representative Dan Goldman. Then in Colorado, we saw Democratic Socialist Milad Kirios oust a 30-year incumbent in Diana DeGette, and we saw the state AG, Phil Weiser there, who ran to the left of Senator Michael Bennett, beat him in the gubernatorial primary there. So David, you see New York and Colorado. Does two make a trend?"
seg_0027,SPEAKER_2,speaker_1,263.9,267.7,3.8,"I think so. Uh, I think this is a big, the Colorado story's a bigger story than the New York story."
seg_0028,SPEAKER_1,speaker_0,268.16,268.17,0.01,Hm.
seg_0029,SPEAKER_2,speaker_1,268.17,271.3,3.13,"New York's my hometown. I love it, but Brooklyn hipsters and Columbia"
seg_0030,SPEAKER_2,speaker_1,272.68,294.44,21.76,"U- University are not exactly normal America. Uh, but Colorado is Colorado. It's j- it's a semi-purplish state. Michael Bennett was elected three times to the US Senate statewide, and he lost, and then you had the Democratic Socialist candidate, uh, win. And what you see, it's been re- re- it's been compared, I think accurately, to when Dave Brat beat Eric Cantor in the Republican primary-"
seg_0031,SPEAKER_1,speaker_0,294.66,294.71,0.05,Hm
seg_0032,SPEAKER_2,speaker_1,294.76,385.768,91.008,"... and you saw a bunch of people said, ""These aren't my party. Screw'em. We're gonna tear it all down."" And, uh, in that case, and I think in this case, Democrats are, they're just looking around for the most furious candidate because they're furious at what's happened, and so they're doing that. And I understand the fury. My problem is the DSA, the Democratic Socialists of America, should not be where you go. The Democratic Socialist party was started in the 1980s by Michael Harrington, a very wonderful guy, a serious intellectual, and he wanted the, the DSA to s- to, you know, move us toward Da- Denmark, a perfectly good political position. Over the last five years, that party has been hijacked and taken over by an authoritarian wing which supported Hamas in s- uh, October 7th, who supports Cuba, who supports China, who supports Maduro's Venezuela, who supports pretty much every left-wing authoritarian regime in the country. So I, I understand wanting to register a protest against Washington, but are the Democrats really gonna take a position that we're gonna become left-wing authoritarians just as the Republicans become right-wing authoritarians? And the final thing to be said is the Democratic Party became great not by fighting the right. But by fighting the left. It was Hubert Humphrey in 1946 who pushed the communists out of the Democratic far, the DFL, the Democratic Farmer Labor Party. It was George Meany who pushed the communists out of the, uh, the labor movement, basically. And they defined who they were by pushing against the right, but also by pushing against the left. And we're gonna see if the Democratic mainstream has the guts, the conviction, or even the clarity of thought, to push against what's happening, and we'll see."
seg_0033,SPEAKER_1,speaker_0,386.328,386.728,0.4,Jonathan.
seg_0034,SPEAKER_3,speaker_2,388.228,390.708,2.48,"I'm not going to get, um,"
seg_0035,SPEAKER_3,speaker_2,392.468,434.788,42.32,"outraged. I'm not gonna, I'm not gonna fall into the Democratic trap of, ""Oh my God, the Democratic socialists are taking over the country,"" when we're talking about, one, wins in deep blue seats in congressional districts. Um, two, when we're talking about what really to me is the big trend here, is that the establishment, the incumbents are being thrown out. Um, and folks are angry. They're angry because of affordability. They're angry because the president is r- robbing the nation blind. They're angry because it doesn't seem like a- any of these elected officials are doing anything to hold the president accountable for what's happened. I mean, Diana DeGette is no conservative. She was a progressive."
seg_0036,SPEAKER_1,speaker_0,435.098,435.098,0.0,Yeah.
seg_0037,SPEAKER_3,speaker_2,435.148,471.668,36.52,"Uh, Congressman Dan Goldman, not a per- big capital P progressive, but he was, you know, s- left of s- of center. Brad Lander, who, um, another person who beat, uh, in a se- who beat Dan Goldman, he's no socialist. He's basically like a mainstream Democrat in, in New York City. And so to my mind, um, I think we need to pay attention to what voters are saying. If they're choosing the Democratic Socialist, Socialist candidate, then Democrats need to pay attention to, well, why did they choose the DSA candidate and not, um, someone who's a little closer to the center?"
seg_0038,SPEAKER_1,speaker_0,471.848,471.898,0.05,Mm-hmm.
seg_0039,SPEAKER_3,speaker_2,472.088,506.888,34.8,"Could it be that their, their message on the economy, their message on what they're going to do is resonating? And, you know, quite honestly, you know, Mayor Mamdani, who has put his weight behind a lot of these candidates, the thing he has going for him is New York City is doing fine. A lot of people predicted that, ""Oh, you pr- you elect a socialist and the, the city will go to pot."" And instead, it's... I'm not gonna say it's the opposite, but the dire predictions haven't proven true. And so I think it, there's still time to look at other races, um, to see whether the DSA is actually a thing."
seg_0040,SPEAKER_1,speaker_0,506.928,507.048,0.12,Mm-hmm.
seg_0041,SPEAKER_3,speaker_2,507.078,512.068,4.99,And a thing in the way that the Tea Party h- had become for Republicans in the way back.
seg_0042,SPEAKER_1,speaker_0,512.368,549.938,37.57,"Lots more races ahead. We'll talk about it some more, but I'm not sure if you heard or not, in the meantime, America's turning 250 tomorrow. We've been talking about it a little bit. When we step back to see how Americans are looking at their own country right now, we have some insights from our latest PBS News NPR Marist poll. It found 65% of people say that they're proud to be American. 83% say the country has moved away from its founding principles and ideals. And at the same time, some 53% of Americans say the country's best days are still ahead of us. So David, do you see more reason to be concerned than there are more reason to be hopeful?"
seg_0043,SPEAKER_2,speaker_1,550.068,582.748,32.68,"I'm hopeful. We go through this, we go through periods every few decades where people just wanna burn everything down. And that was brutal to live through those periods, but we get through them. And we get through them because we're a nation of awesome vitality. We have the vitality to change and to fix things, and we've done it again and again, the 1770s, the 1830s, the 1890s, the 1960s. So we're gonna do it again. And I have tremendous love for the country, but also tremendous compassion for the country, for the evils we've done, for those who've suffered from those evils. And you gotta have love for your country and compassion for the country at the same time."
seg_0044,SPEAKER_1,speaker_0,583.348,587.628,4.28,"Jonathan, last word to you. On this, I should say, your birthday weekend. Belated happy birthday to you."
seg_0045,SPEAKER_3,speaker_2,587.668,640.588,52.92,"Well, well thank you very much. I consider myself to be part of the 65%-... who are proud of their country. Um, you know, it's times like these when I feel most patriotic, because this is when I get to say, ""You know what? This country's mine. This country is mine, too. My ancestors were brought here in chains, and they helped build this country and to help to make it a great power."" My ancestors, meaning Black community writ large, marched in the streets demanding that this country live up to its ideals in the ni- in, in the 1950s and the 1960s. Um, which made it possible for me to sit here right now. There's backtracking, there's regression, um, but I am optimistic because this is America. How could I not be optimistic when the history that allowed me to be here is gonna be the history that is going to keep us going forward?"
seg_0046,SPEAKER_1,speaker_0,641.428,644.098,2.67,"Jonathan Capehart, David Brooks, thank you so much to you both."
seg_0047,SPEAKER_3,speaker_2,644.108,644.298,0.19,Thanks.
seg_0048,SPEAKER_2,speaker_1,644.298,644.298,0.0,Thanks.
seg_0049,SPEAKER_1,speaker_0,644.728,645.188,0.46,Happy Fourth.
seg_0050,SPEAKER_3,speaker_2,645.768,646.188,0.42,Same to you.
seg_0051,SPEAKER_4,speaker_3,657.028,664.758,7.73,"Support journalism you trust. Support PBS News. Donate now, or even better, start a monthly contribution today."
