speaker,start,end,text
speaker_2,171.0,196.71,"I don't know, a few, a few observations in res- in reaction to that. I mean, uh, first I'm, and it's really important to point out that we have enforced immigration laws in this country for over a century. ICE has been around for two decades. There was even a previous Trump administration that... And in none of those times did you see this level of chaos in our cities. I understand in the f- previous Trump administration there was controversy about things at the border. But-"
speaker_0,196.74,196.92,Mm-hmm
speaker_2,197.04,199.48,"... but I'm talking about all the, you know, a thousand miles from the border-"
speaker_0,199.5,200.67,"Internal enforcement, yeah"
speaker_2,200.7,237.14,"... in, in, in places like Minneapolis. So it's, i- we can look back to previous eras of normality and appreciate that there are ways to, uh, competently enforce immigration laws in this country, and I think that's what we're kinda asking for, is, is that sort of pivot back to a new strategy that may be an old strategy. And I think we all accept that this administration prioritizes, uh, a higher level of enforcement. But, um, what we're seeing in the conflicts in the streets of Minneapolis is just obviously unacceptable. We're still sort of reeling from what happened last Saturday."
speaker_0,237.3,237.5,Mm-hmm.
speaker_2,237.86,264.54,"Um, and, you know, we're generally encouraged, um, that, um, the administration seems to be exploring that pivot, you know. And, and of course we understand it takes time to sort of get the right personnel in place and make the policies, so I mean, we're giving them that space. But, um, what was happening in Minneapolis that, that kind of culminated in the second death of a protester last Saturday, um, is obviously something that we would all fear to happen in our cities."
speaker_0,264.58,264.63,Yeah.
speaker_2,264.7,282.8,"And, and we, we fear that that kind of chaos was starting to potentially creep around the country. I think the other thing I wanna observe, though, is that mayors are certainly caught in a little bit of an impossible situation because, you know, we take these roles with our chief obligation being the protection of our residents."
speaker_0,282.96,283.13,Mm-hmm.
speaker_2,283.18,286.64,"And we're even given a police department, people with guns, to aid us in-"
speaker_0,286.69,286.76,Yeah
speaker_2,286.92,308.0,"... that pursuit. Um, but there is a thing called the Supremacy Clause of the United States Constitution, and when the federal government and federal law enforcement comes into your city, we are fully subservient to that in the eyes of the law, and we also believe in the rule of law. So we get caught kind of in the middle of these tensions, and we need a federal government who will use discretion and restraint-"
speaker_0,308.1,308.36,Mm-hmm
speaker_2,308.68,333.08,"... with that power. And that has mostly worked for the last 250 years, so, so I think we, we just need to remind everybody that this is possible. And I think you see mayors maybe messaging some of that to our residents, some of it to Congress, some of it to administration, just trying to find a, a happy medium for everybody where we can coexist with all of these inherent tensions that of course, uh, have always existed. And, and-"
speaker_0,333.1,333.13,Yeah
speaker_2,333.14,335.52,"... we have largely been able to, to manage."
speaker_0,335.7,341.44,"But, but that's why I think it's so interesting to talk to you all as mayors, because you actually have to deal with these people-"
speaker_2,341.7,341.78,Mm
speaker_0,341.79,343.16,"... um, day to day-"
speaker_2,343.24,343.25,Mm
speaker_0,343.25,356.15,"... and secure their safety, as you said, but also, you know, remain compliant. In Oklahoma, uh, it looks like the highway patrol works with ICE to conduct stings, so you do have some working together of state and federal."
speaker_2,356.15,357.71,"Yeah, I mean, it's a state agency, the Oklahoma Highway Patrol."
speaker_0,357.74,358.02,That's right.
speaker_2,358.12,359.13,That is not our police department.
speaker_0,359.22,363.816,Right. But when you see that- Working together-
speaker_2,364.076,364.356,Mm-hmm
speaker_0,364.376,373.436,"... is it smooth? Are there tensions now because of what just happened in the past few weeks? Like, are people questioning whether these policies sh- should stay?"
speaker_2,374.156,376.876,"Um, well, I mean, it, let me differentiate and make it clear-"
speaker_0,376.896,379.035,"Do people look at Minneapolis and say, ""That could happen here?"""
speaker_2,379.096,379.316,"Well, of course"
speaker_0,379.326,379.686,... is what I'm asking.
speaker_2,379.726,390.236,"I'm sure every, every every mayor in America here in DC was, was, was feeling that way. And, um, and again, not because, not, not because any of us think that there shouldn't be immigration enforcement."
speaker_0,390.296,390.386,Right.
speaker_2,390.396,399.136,"You know? I mean, this is not the question. It's just how is it managed. I mean, we have some mayor colleagues that were former police chiefs, for example-"
speaker_0,399.176,399.186,Mm-hmm
speaker_2,399.186,402.556,"... have really great expertise in law enforcement. We're all amateurs, right?"
speaker_0,402.686,402.686,Yeah.
speaker_2,402.696,417.306,"But, but these are people who did this for a living, and they're telling us, they look at these videos and they see police tactics that haven't been u- utilized anywhere in 30 years in a local law enforcement agency, that these are, these are not the cutting edge techniques, uh-"
speaker_0,417.416,417.426,Mm-hmm
speaker_2,417.476,423.836,"... of law enforcement that we have been using, our police departments have been using for the last quarter century to build trust with our communities."
speaker_0,423.916,424.116,Right.
speaker_2,424.156,430.666,"And so that's what's... It's, it's, it's not the i- We're not really arguing about whether this country should enforce immigration."
speaker_0,430.756,431.096,Right.
speaker_2,431.156,440.756,"Everybody believes that. I mean, not everybody, but the, the broad swath of the-... American public does. But what we are arguing about is, is police tactics and strategies-"
speaker_0,440.806,440.826,Yeah
speaker_2,440.856,455.156,"... and, and managing engagement with residents on the street, you know? We, we have built so much trust in these last few years and worked really hard at that, and obviously this, this whole situation has, uh, has, has, has threatened to erode that trust."
speaker_0,455.216,485.626,"Yeah. Uh, Mayor Lucas, I, I wanna come to you on this idea of w- how the federal government is trying to implement immigration in your city, because we checked, and, and I believe you have, you have a similar experience out in Oklahoma too, where the federal government's looking to turn industrial warehouses into large scale detention facilities for up to 10,000 people. That has caused some friction in Kansas City. You have tried to change things. You passed a city ordinance to combat it. Can you actually stop the federal government from doing it?"
speaker_3,486.456,518.876,"You know, I think there's a substantial question to it. The people of Kansas City have asked us to make sure, though, that we stand up for, in this situation, simple zoning, that we make sure that we share what is the viewpoint of the people of Kansas City. There absolutely is a supremacy clause. There's also a Tenth Amendment. And so in our view, that is, which is reserved to the states, which includes local zoning, local police powers, particularly where private contractors are in the transaction with the city, we have the opportunity to engage. There's been a long fight near us in Leavenworth, Kansas, you know, for a prison and a military base-"
speaker_0,518.936,519.156,Mm-hmm
speaker_3,519.236,525.476,... where they've also managed to reject the placement of a federal facility working through a private enterprise.
speaker_0,526.096,526.186,Mm-hmm.
speaker_3,526.216,539.936,"So we wanted to make clear not only that people largely didn't want a 10,000 person detention facility near them, but also that they have to go through things like zoning, a special use permit. It sounds in some way boring. It is core to what government is."
speaker_0,539.996,540.316,Mm-hmm.
speaker_3,540.356,577.216,"But I think taking us from perhaps the, the political issue, there is the simple one, which is in all of our communities, we wanna make sure people are treated humanely. Converting a gigantic distribution facility next to railroad tracks and all of that into a warehouse for 10,000 people for which it was never designed is not right, and it is fundamentally something that is inhumane and inhospitable, at least to the senses that we have in Kansas City, and I would submit to you, most American cities. So whether it is converting giant distribution facilities into mass detention warehouses, whether it's Alligator Alcatraz in Florida-"
speaker_0,577.356,577.556,Mm-hmm
speaker_3,577.616,587.426,"... or anything under the sun, I think you are seeing communities say, ""We want to make sure that if there will be detention, if there will be enforcement, it is consistent with constitutional principles long-term."""
speaker_0,587.496,588.856,Can you stop it? Do you know yet?
speaker_3,589.336,591.905,"You know, I think that probably that'd be a federal district court-"
speaker_0,591.916,591.926,Yeah
speaker_3,591.926,601.196,"... determination. I, I have seen, there have been many zoning battles over the years about what can be done. I think the fact that you mainly have private enterprises that are looking to build these-"
speaker_0,601.236,601.246,Mm-hmm
speaker_3,601.246,604.056,... then lease to the government creates some level of a question.
speaker_0,604.116,622.616,"And before we leave the topic of immigration, um, M- Mayor Higgins, uh, nearly 7% of Florida's undocumented, according to Pew. In Miami, the police cooperate with ICE, but you, during your campaign, were very critical of, of that decision to cooperate. Can you change the policy without the governor being on board?"
speaker_4,624.296,656.396,"We were. The governor issued a requirement that local municipalities cooperate with ICE, and many municipalities, including the city of Miami before I became mayor, signed that agreement. It is very difficult to unwind. It would take a vote of our city commission to do so. So obviously as mayor, I intend to comply with the law. And so what we have done in our 1,500 person police department is we have trained three individuals, should ICE call, that are able to answer that call-"
speaker_0,656.556,656.856,Mm-hmm
speaker_4,657.016,709.326,"... and work with them. Obviously, we're gonna comply with the law, but we are not going to help beyond that. Because in my community in South Florida, we are the most affected. ICE and its tactics have been in my community for over a year. They have been causing great fear and terror in our residents. I cannot go anywhere without meeting someone, my brother, my uncle, my sister, Alligator Alcatraz, No sabemos donde esta. We don't know where they have been taken, and that has been going on for months. It is inhumane. It is cruel. I'm a Catholic. It's, it's, I, I can barely grapple with the lack of humanity around all this. And then what we have, very differently from any other community in, in Miami-Dade County, w- uh, which we are part of-"
speaker_0,709.676,709.886,Mm-hmm
speaker_4,709.886,714.706,... approximately 15% of our population has TPS. So you're talking-
speaker_0,714.836,715.616,Temporary Protected Status
speaker_4,715.626,727.136,"... Temporary Protected Status. You're talking about between 250 and 300,000 individuals that would, that have slowly but surely w- they've lost status, become overnight-"
speaker_0,727.906,727.906,Yeah
speaker_4,727.906,744.236,"... illegals in the eyes of the federal government. And this enforcement in our Nicaraguan community, our Hondureño community, our Venezuelan community, has driven many people into hiding. Children are not going to school, and obviously ICE is deporting them. Tuesday night, we face-"
speaker_0,744.316,744.326,Mm-hmm
speaker_4,744.326,768.466,"... a very, very dire situation. Uh, our Haitian community loses its access to TPS at midnight. 20% of TPS recipients with Haitian heritage work in healthcare. So on Wednesday, we are talking about nursing homes, um, home healthcare aides, hospitals, nurses, physician aides. All of them are gonna be out of a job when they wake up on Wednesday morning."
speaker_0,768.476,773.016,Because their legal pathway and status is going to be revoked-
speaker_4,773.336,773.396,Yes
speaker_0,773.406,774.346,... and suddenly they become illegal.
speaker_4,774.416,793.366,"Unnecessarily. Haiti is not safe. Venezuela is not safe. TPS should be extended immediately for Venezuelans. It was erased with the stroke of a pen. It could be put in place with the stroke of a pen. And TPS for Haitian, um, immigrants should absolutely, positively be extended. Our economy is at stake-"
speaker_0,793.936,793.946,Mm-hmm
speaker_4,793.946,796.336,... and our humanity is at stake.
speaker_0,797.376,823.856,"As Mayor Higgins mentioned, legal protections for Haitians on the Temporary Protected Status program end this Tuesday, but there are multiple lawsuits by advocacy groups to try and stop it from expiring. A federal judge in Washington, DC is expected to weigh in on one of those cases in the coming days. We'll keep watching. You can find the full conversation with the mayors on our YouTube page and on our website, facenation.com. We'll be right back."
