segment_id,speaker_id,raw_elevenlabs_speaker_ids,start_sec,end_sec,duration_sec,text
seg_0054,SPEAKER_3,speaker_2,417.476,423.836,6.36,"... of law enforcement that we have been using, our police departments have been using for the last quarter century to build trust with our communities."
seg_0055,SPEAKER_1,speaker_0,423.916,424.116,0.2,Right.
seg_0056,SPEAKER_3,speaker_2,424.156,430.666,6.51,"And so that's what's... It's, it's, it's not the i- We're not really arguing about whether this country should enforce immigration."
seg_0057,SPEAKER_1,speaker_0,430.756,431.096,0.34,Right.
seg_0058,SPEAKER_3,speaker_2,431.156,440.756,9.6,"Everybody believes that. I mean, not everybody, but the, the broad swath of the-... American public does. But what we are arguing about is, is police tactics and strategies-"
seg_0059,SPEAKER_1,speaker_0,440.806,440.826,0.02,Yeah
seg_0060,SPEAKER_3,speaker_2,440.856,455.156,14.3,"... and, and managing engagement with residents on the street, you know? We, we have built so much trust in these last few years and worked really hard at that, and obviously this, this whole situation has, uh, has, has, has threatened to erode that trust."
seg_0061,SPEAKER_1,speaker_0,455.216,485.626,30.41,"Yeah. Uh, Mayor Lucas, I, I wanna come to you on this idea of w- how the federal government is trying to implement immigration in your city, because we checked, and, and I believe you have, you have a similar experience out in Oklahoma too, where the federal government's looking to turn industrial warehouses into large scale detention facilities for up to 10,000 people. That has caused some friction in Kansas City. You have tried to change things. You passed a city ordinance to combat it. Can you actually stop the federal government from doing it?"
seg_0062,SPEAKER_4,speaker_3,486.456,518.876,32.42,"You know, I think there's a substantial question to it. The people of Kansas City have asked us to make sure, though, that we stand up for, in this situation, simple zoning, that we make sure that we share what is the viewpoint of the people of Kansas City. There absolutely is a supremacy clause. There's also a Tenth Amendment. And so in our view, that is, which is reserved to the states, which includes local zoning, local police powers, particularly where private contractors are in the transaction with the city, we have the opportunity to engage. There's been a long fight near us in Leavenworth, Kansas, you know, for a prison and a military base-"
seg_0063,SPEAKER_1,speaker_0,518.936,519.156,0.22,Mm-hmm
seg_0064,SPEAKER_4,speaker_3,519.236,525.476,6.24,... where they've also managed to reject the placement of a federal facility working through a private enterprise.
seg_0065,SPEAKER_1,speaker_0,526.096,526.186,0.09,Mm-hmm.
seg_0066,SPEAKER_4,speaker_3,526.216,539.936,13.72,"So we wanted to make clear not only that people largely didn't want a 10,000 person detention facility near them, but also that they have to go through things like zoning, a special use permit. It sounds in some way boring. It is core to what government is."
seg_0067,SPEAKER_1,speaker_0,539.996,540.316,0.32,Mm-hmm.
seg_0068,SPEAKER_4,speaker_3,540.356,577.216,36.86,"But I think taking us from perhaps the, the political issue, there is the simple one, which is in all of our communities, we wanna make sure people are treated humanely. Converting a gigantic distribution facility next to railroad tracks and all of that into a warehouse for 10,000 people for which it was never designed is not right, and it is fundamentally something that is inhumane and inhospitable, at least to the senses that we have in Kansas City, and I would submit to you, most American cities. So whether it is converting giant distribution facilities into mass detention warehouses, whether it's Alligator Alcatraz in Florida-"
seg_0069,SPEAKER_1,speaker_0,577.356,577.556,0.2,Mm-hmm
seg_0070,SPEAKER_4,speaker_3,577.616,587.426,9.81,"... or anything under the sun, I think you are seeing communities say, ""We want to make sure that if there will be detention, if there will be enforcement, it is consistent with constitutional principles long-term."""
seg_0071,SPEAKER_1,speaker_0,587.496,588.856,1.36,Can you stop it? Do you know yet?
seg_0072,SPEAKER_4,speaker_3,589.336,591.905,2.569,"You know, I think that probably that'd be a federal district court-"
seg_0073,SPEAKER_1,speaker_0,591.916,591.926,0.01,Yeah
seg_0074,SPEAKER_4,speaker_3,591.926,601.196,9.27,"... determination. I, I have seen, there have been many zoning battles over the years about what can be done. I think the fact that you mainly have private enterprises that are looking to build these-"
seg_0075,SPEAKER_1,speaker_0,601.236,601.246,0.01,Mm-hmm
seg_0076,SPEAKER_4,speaker_3,601.246,604.056,2.81,... then lease to the government creates some level of a question.
seg_0077,SPEAKER_1,speaker_0,604.116,622.616,18.5,"And before we leave the topic of immigration, um, M- Mayor Higgins, uh, nearly 7% of Florida's undocumented, according to Pew. In Miami, the police cooperate with ICE, but you, during your campaign, were very critical of, of that decision to cooperate. Can you change the policy without the governor being on board?"
seg_0078,SPEAKER_5,speaker_4,624.296,656.396,32.1,"We were. The governor issued a requirement that local municipalities cooperate with ICE, and many municipalities, including the city of Miami before I became mayor, signed that agreement. It is very difficult to unwind. It would take a vote of our city commission to do so. So obviously as mayor, I intend to comply with the law. And so what we have done in our 1,500 person police department is we have trained three individuals, should ICE call, that are able to answer that call-"
seg_0079,SPEAKER_1,speaker_0,656.556,656.856,0.3,Mm-hmm
seg_0080,SPEAKER_5,speaker_4,657.016,709.326,52.31,"... and work with them. Obviously, we're gonna comply with the law, but we are not going to help beyond that. Because in my community in South Florida, we are the most affected. ICE and its tactics have been in my community for over a year. They have been causing great fear and terror in our residents. I cannot go anywhere without meeting someone, my brother, my uncle, my sister, Alligator Alcatraz, No sabemos donde esta. We don't know where they have been taken, and that has been going on for months. It is inhumane. It is cruel. I'm a Catholic. It's, it's, I, I can barely grapple with the lack of humanity around all this. And then what we have, very differently from any other community in, in Miami-Dade County, w- uh, which we are part of-"
seg_0081,SPEAKER_1,speaker_0,709.676,709.886,0.21,Mm-hmm
seg_0082,SPEAKER_5,speaker_4,709.886,714.706,4.82,... approximately 15% of our population has TPS. So you're talking-
seg_0083,SPEAKER_1,speaker_0,714.836,715.616,0.78,Temporary Protected Status
seg_0084,SPEAKER_5,speaker_4,715.626,727.136,11.51,"... Temporary Protected Status. You're talking about between 250 and 300,000 individuals that would, that have slowly but surely w- they've lost status, become overnight-"
seg_0085,SPEAKER_1,speaker_0,727.906,727.906,0.0,Yeah
seg_0086,SPEAKER_5,speaker_4,727.906,744.236,16.33,"... illegals in the eyes of the federal government. And this enforcement in our Nicaraguan community, our Hondureño community, our Venezuelan community, has driven many people into hiding. Children are not going to school, and obviously ICE is deporting them. Tuesday night, we face-"
seg_0087,SPEAKER_1,speaker_0,744.316,744.326,0.01,Mm-hmm
seg_0088,SPEAKER_5,speaker_4,744.326,768.466,24.14,"... a very, very dire situation. Uh, our Haitian community loses its access to TPS at midnight. 20% of TPS recipients with Haitian heritage work in healthcare. So on Wednesday, we are talking about nursing homes, um, home healthcare aides, hospitals, nurses, physician aides. All of them are gonna be out of a job when they wake up on Wednesday morning."
seg_0089,SPEAKER_1,speaker_0,768.476,773.016,4.54,Because their legal pathway and status is going to be revoked-
seg_0090,SPEAKER_5,speaker_4,773.336,773.396,0.06,Yes
seg_0091,SPEAKER_1,speaker_0,773.406,774.346,0.94,... and suddenly they become illegal.
seg_0092,SPEAKER_5,speaker_4,774.416,793.366,18.95,"Unnecessarily. Haiti is not safe. Venezuela is not safe. TPS should be extended immediately for Venezuelans. It was erased with the stroke of a pen. It could be put in place with the stroke of a pen. And TPS for Haitian, um, immigrants should absolutely, positively be extended. Our economy is at stake-"
seg_0093,SPEAKER_1,speaker_0,793.936,793.946,0.01,Mm-hmm
seg_0094,SPEAKER_5,speaker_4,793.946,796.336,2.39,... and our humanity is at stake.
seg_0095,SPEAKER_1,speaker_0,797.376,823.856,26.48,"As Mayor Higgins mentioned, legal protections for Haitians on the Temporary Protected Status program end this Tuesday, but there are multiple lawsuits by advocacy groups to try and stop it from expiring. A federal judge in Washington, DC is expected to weigh in on one of those cases in the coming days. We'll keep watching. You can find the full conversation with the mayors on our YouTube page and on our website, facenation.com. We'll be right back."
