segment_id,speaker_id,raw_elevenlabs_speaker_ids,start_sec,end_sec,duration_sec,text
seg_0135,SPEAKER_2,speaker_1,153.7,154.54,0.84,I was waving.
seg_0136,SPEAKER_3,speaker_2,154.7,155.74,1.04,All right. So we got the-
seg_0137,SPEAKER_2,speaker_1,155.98,156.13,0.15,Right
seg_0138,SPEAKER_3,speaker_2,156.13,157.04,0.91,... vegetables in the bag.
seg_0139,SPEAKER_2,speaker_1,157.46,158.48,1.02,Okay. Right. Fennel.
seg_0140,SPEAKER_3,speaker_2,158.54,158.84,0.3,Fennel.
seg_0141,SPEAKER_2,speaker_1,158.93,158.93,0.0,Fennel.
seg_0142,SPEAKER_3,speaker_2,158.98,160.18,1.2,The fennel goes in the bag.
seg_0143,SPEAKER_2,speaker_1,160.19,161.3,1.11,"Uh, oh. Don't you-"
seg_0144,SPEAKER_3,speaker_2,161.38,162.3,0.92,"Well, you need the bag"
seg_0145,SPEAKER_2,speaker_1,162.34,163.8,1.46,... I need the bag.
seg_0146,SPEAKER_3,speaker_2,163.92,165.89,1.97,Stop it! Stop it!
seg_0147,SPEAKER_2,speaker_1,167.72,168.35,0.63,"Okay. Now, w-"
seg_0148,SPEAKER_3,speaker_2,168.35,169.2,0.85,None of this will air
seg_0149,SPEAKER_2,speaker_1,169.28,169.47,0.19,"... okay, okay."
seg_0150,SPEAKER_3,speaker_2,169.47,171.72,2.25,We're gonna show an old F Troop in this section.
seg_0151,SPEAKER_2,speaker_1,172.29,173.38,1.09,"S- right, right. Fennel on-"
seg_0152,SPEAKER_3,speaker_2,173.44,174.23,0.79,"All right, fennel in here"
seg_0153,SPEAKER_2,speaker_1,174.42,174.65,0.23,"... okay, on there."
seg_0154,SPEAKER_1,speaker_0,174.65,176.36,1.71,"By the way, there's a bottle of booze."
seg_0155,SPEAKER_3,speaker_2,176.58,177.06,0.48,"Oh, hey."
seg_0156,SPEAKER_2,speaker_1,177.74,178.9,1.16,"Norm, you're supposed to be following me."
seg_0157,SPEAKER_3,speaker_2,179.02,179.3,0.28,All right.
seg_0158,SPEAKER_2,speaker_1,179.36,179.53,0.17,"All right, oranges."
seg_0159,SPEAKER_3,speaker_2,179.53,180.88,1.35,"All right, so we put oranges in here."
seg_0160,SPEAKER_2,speaker_1,180.93,181.45,0.52,Okay. And then from there-
seg_0161,SPEAKER_3,speaker_2,181.51,181.76,0.25,This is a mess
seg_0162,SPEAKER_2,speaker_1,181.84,182.94,1.1,... red mullet.
seg_0163,SPEAKER_3,speaker_2,182.97,182.97,0.0,Okay. Red mullet.
seg_0164,SPEAKER_2,speaker_1,182.97,182.97,0.0,Red mu-
seg_0165,SPEAKER_3,speaker_2,182.98,183.39,0.41,Is that a kind of fish?
seg_0166,SPEAKER_2,speaker_1,183.39,184.66,1.27,"No, no, no, knife doesn't go in the bag."
seg_0167,SPEAKER_3,speaker_2,184.84,185.0,0.16,Yeah.
seg_0168,SPEAKER_1,speaker_0,185.1,185.109,0.009,I gotcha.
seg_0169,SPEAKER_2,speaker_1,185.12,186.88,1.76,"You'll sli- you'll slice someone's throat open, Norm."
seg_0170,SPEAKER_3,speaker_2,186.92,186.96,0.04,Yeah.
seg_0171,SPEAKER_2,speaker_1,187.18,190.46,3.28,"Okay, right. From there, a little bit of salt, a little bit of pepper, olive oil."
seg_0172,SPEAKER_3,speaker_2,190.489,190.72,0.231,Okay.
seg_0173,SPEAKER_2,speaker_1,190.73,190.73,0.0,Okay.
seg_0174,SPEAKER_3,speaker_2,190.74,191.62,0.88,A little olive oil.
seg_0175,SPEAKER_2,speaker_1,191.64,191.769,0.129,Now-
seg_0176,SPEAKER_3,speaker_2,192.06,192.99,0.93,A little aglio e olio
seg_0177,SPEAKER_2,speaker_1,193.02,195.44,2.42,"... now from there, now watch carefully, a bit of seasoning. Okay?"
seg_0178,SPEAKER_3,speaker_2,195.94,196.46,0.52,"Uh. Whoa, okay."
seg_0179,SPEAKER_2,speaker_1,196.64,199.1,2.46,"Norm, you're making me feel dizzy standing there looking busy. Right."
seg_0180,SPEAKER_3,speaker_2,199.109,199.109,0.0,All right.
seg_0181,SPEAKER_2,speaker_1,199.14,199.6,0.46,Here we go.
seg_0182,SPEAKER_3,speaker_2,200.14,200.64,0.5,This is crazy.
seg_0183,SPEAKER_1,speaker_0,200.86,207.48,6.62,"I'll tell you one thing, man, I'm not eating this of yours. That's all I can guarantee."
seg_0184,SPEAKER_2,speaker_1,207.54,208.36,0.82,Don't... Oh.
seg_0185,SPEAKER_3,speaker_2,208.54,208.65,0.11,This is-
seg_0186,SPEAKER_2,speaker_1,208.7,210.59,1.89,Stop. You haven't even tasted it yet.
seg_0187,SPEAKER_3,speaker_2,210.6,215.39,4.79,Why are we even having a cooking segment at this point? Why would there even be a cooking segment?
seg_0188,SPEAKER_3,speaker_2,217.26,219.96,2.7,My fault for letting anybody even have a cooking segment with you people.
seg_0189,SPEAKER_2,speaker_1,220.02,220.44,0.42,Right. Here we go.
seg_0190,SPEAKER_3,speaker_2,220.58,221.18,0.6,Ridiculous.
seg_0191,SPEAKER_2,speaker_1,221.35,223.18,1.83,"Right, no, right here. Right, fold the bag over."
seg_0192,SPEAKER_1,speaker_0,223.24,223.46,0.22,Yeah.
seg_0193,SPEAKER_3,speaker_2,223.66,223.81,0.15,"Oh, yeah."
seg_0194,SPEAKER_2,speaker_1,223.81,224.82,1.01,Okay. Nice and tight.
seg_0195,SPEAKER_3,speaker_2,224.9,225.12,0.22,All right.
seg_0196,SPEAKER_2,speaker_1,225.18,228.579,3.399,"Okay? And then from there, twist the paper so we seal the ends."
seg_0197,SPEAKER_3,speaker_2,228.59,228.92,0.33,Twist the paper. All right.
seg_0198,SPEAKER_2,speaker_1,228.94,229.42,0.48,Nice and tight.
seg_0199,SPEAKER_1,speaker_0,229.66,230.9,1.24,"Oh, God, I hope he's a magician."
seg_0200,SPEAKER_2,speaker_1,232.38,233.01,0.63,Nice and... Nice and tight.
seg_0201,SPEAKER_3,speaker_2,233.04,233.96,0.92,A bird's gonna come out.
seg_0202,SPEAKER_2,speaker_1,234.049,234.049,0.0,Okay?
seg_0203,SPEAKER_3,speaker_2,234.08,234.82,0.74,"Yeah. All right, here we go."
seg_0204,SPEAKER_2,speaker_1,234.85,235.17,0.32,"Now, all the way-"
seg_0205,SPEAKER_3,speaker_2,235.68,235.88,0.2,All right
seg_0206,SPEAKER_2,speaker_1,235.9,236.549,0.649,... all the way around.
seg_0207,SPEAKER_3,speaker_2,236.72,236.95,0.23,All right.
seg_0208,SPEAKER_2,speaker_1,237.04,237.32,0.28,Okay?
seg_0209,SPEAKER_3,speaker_2,237.38,238.049,0.669,Now chop-chop.
seg_0210,SPEAKER_1,speaker_0,238.08,238.2,0.12,Yeah.
seg_0211,SPEAKER_2,speaker_1,238.56,240.24,1.68,"Now from there, a little hole."
seg_0212,SPEAKER_3,speaker_2,240.28,241.06,0.78,A little hole.
seg_0213,SPEAKER_2,speaker_1,241.14,241.46,0.32,Okay.
seg_0214,SPEAKER_3,speaker_2,241.49,241.49,0.0,Right there.
seg_0215,SPEAKER_2,speaker_1,241.5,244.02,2.52,"And then from there, pour a little bit of wine in there."
seg_0216,SPEAKER_3,speaker_2,244.04,246.1,2.06,"That's a big waste of wine right there, buddy boy."
seg_0217,SPEAKER_2,speaker_1,246.109,246.109,0.0,Okay.
seg_0218,SPEAKER_3,speaker_2,246.109,246.39,0.281,"All right, right in here."
seg_0219,SPEAKER_2,speaker_1,246.4,251.12,4.72,"And then from there, turn it around. Okay. Oh,."
seg_0220,SPEAKER_3,speaker_2,251.16,251.34,0.18,What?
seg_0221,SPEAKER_2,speaker_1,251.42,252.07,0.65,"Come on, Norm."
seg_0222,SPEAKER_1,speaker_0,252.15,253.92,1.77,What the is that?
seg_0223,SPEAKER_2,speaker_1,254.22,256.0,1.78,You're gonna be tight. It's tight.
seg_0224,SPEAKER_3,speaker_2,256.3,256.76,0.46,What have you done?
seg_0225,SPEAKER_1,speaker_0,256.82,258.519,1.699,"Gordon then goes, ""Look what Norm did."""
seg_0226,SPEAKER_2,speaker_1,260.22,261.81,1.59,We've got to turn the bag so it's tight.
seg_0227,SPEAKER_1,speaker_0,262.1,263.23,1.13,This is Paul Simon's welfare.
seg_0228,SPEAKER_3,speaker_2,263.23,264.2,0.97,This is not gonna air.
seg_0229,SPEAKER_2,speaker_1,264.25,264.25,0.0,So-
seg_0230,SPEAKER_3,speaker_2,264.26,265.94,1.68,This will never be seen by anybody.
seg_0231,SPEAKER_2,speaker_1,266.39,266.4,0.01,Just-
seg_0232,SPEAKER_3,speaker_2,266.409,268.44,2.031,This will never be seen by anybody
seg_0233,SPEAKER_2,speaker_1,268.54,269.76,1.22,"... just, just concentrate."
seg_0234,SPEAKER_3,speaker_2,269.82,270.45,0.63,We've learned.
seg_0235,SPEAKER_2,speaker_1,271.4,271.64,0.24,Okay.
seg_0236,SPEAKER_3,speaker_2,271.69,272.92,1.23,"Okay, what does it look like at the end?"
seg_0237,SPEAKER_2,speaker_1,272.98,272.99,0.01,Okay. Right.
seg_0238,SPEAKER_3,speaker_2,273.02,275.2,2.18,"Oh, look, it just came out magically from a pan."
seg_0239,SPEAKER_2,speaker_1,275.78,277.36,1.58,This is how it's cooked. As it cooks-
seg_0240,SPEAKER_1,speaker_0,277.39,277.69,0.3,"Oh, yeah, yeah"
seg_0241,SPEAKER_2,speaker_1,277.72,279.22,1.5,... it steams inside the bag.
seg_0242,SPEAKER_3,speaker_2,279.32,279.56,0.24,Okay.
seg_0243,SPEAKER_2,speaker_1,279.87,280.9,1.03,Okay? So then you rip it open.
seg_0244,SPEAKER_3,speaker_2,281.24,281.26,0.02,Wow.
