segment_id,speaker_id,raw_elevenlabs_speaker_ids,start_sec,end_sec,duration_sec,text
seg_0056,SPEAKER_6,speaker_5,180.38,183.26,2.88,Why are you trying to be like Troy? Dick.
seg_0057,SPEAKER_3,speaker_2,184.8,186.04,1.24,"Et tu, nerdy girl?"
seg_0058,SPEAKER_2,speaker_1,187.5,189.32,1.82,So the hypotenue-
seg_0059,SPEAKER_4,speaker_3,194.68,197.36,2.68,What the is going on?
seg_0060,SPEAKER_2,speaker_1,197.48,202.98,5.5,"I wrote ""miss"" my pants. I wrote ""missed my pants"" right here. Oh my God."
seg_0061,SPEAKER_7,speaker_6,208.62,244.86,36.24,"Good evening, my fellow Americans. Every day our citizens improve the lives of those around them. Today, we honor Troy Morrison. Now, Troy was in, uh, geometry class when his teacher mentioned the hypotenuse of a triangle. Troy said, ""I wish I was high on pot noose."" Well, that really cracked me up, and it cracked up the rest of America, too. So today, I'm pleased to present Troy with the Congressional Comedy Medal of Honor. Troy, on behalf of the entire country, I just want to, uh, thank you for your fantastic off-the-cuff line. You are a true comedy hero."
seg_0062,SPEAKER_5,speaker_4,244.96,249.34,4.38,"Thank you, sir. Thank you. And now also, Mr. President, I have, uh, something for you."
seg_0063,SPEAKER_7,speaker_6,249.48,249.96,0.48,What's that?
seg_0064,SPEAKER_7,speaker_6,251.78,261.86,10.08,"Oh. God, one. I... Yes, these are sold out. I, I haven't been able to get my hands on one of these. Thanks, Troy. Oh my God, ""high on pot noose."""
seg_0065,SPEAKER_8,speaker_7,262.46,266.24,3.78,"Have you ever found yourself in High Point, North Carolina, and not feeling safe?"
seg_0066,SPEAKER_3,speaker_2,266.78,267.58,0.8,Gonna be for you.
seg_0067,SPEAKER_8,speaker_7,272.37,275.58,3.21,"'Cause that's lunacy, okay? Do you understand?"
seg_0068,SPEAKER_5,speaker_4,275.72,275.84,0.12,No.
seg_0069,SPEAKER_3,speaker_2,276.34,279.54,3.2,Make it rain. I try to make you laugh.
seg_0070,SPEAKER_5,speaker_4,280.44,282.04,1.6,Are you serious? This is bull.
seg_0071,SPEAKER_8,speaker_7,285.04,288.58,3.54,"Dude, I cut my balls off on this one, okay? Oh."
seg_0072,SPEAKER_5,speaker_4,290.1,292.1,2.0,I totally love my nails right now.
seg_0073,SPEAKER_8,speaker_7,292.7,293.95,1.25,That's what you call a booty investment.
seg_0074,SPEAKER_3,speaker_2,294.9,296.719,1.819,"Brothers, brothers, brothers."
seg_0075,SPEAKER_8,speaker_7,297.24,297.99,0.75,Tackle and grapple.
seg_0076,SPEAKER_3,speaker_2,298.8,300.12,1.32,"you, Keegan."
seg_0077,SPEAKER_4,speaker_3,300.18,300.6,0.42,Furious.
seg_0078,SPEAKER_8,speaker_7,300.86,301.5,0.64,Then who is?
seg_0079,SPEAKER_5,speaker_4,301.62,303.25,1.63,The you can go and
seg_0080,SPEAKER_5,speaker_4,304.58,304.969,0.389,yourself.
seg_0081,SPEAKER_3,speaker_2,305.48,307.92,2.44,"Keegan, seriously, I'm done."
seg_0082,SPEAKER_1,speaker_0,316.6,325.49,8.89,I want you. But I don't need you. I want you. But I don't need you. I-
