segment_id,speaker_id,raw_elevenlabs_speaker_ids,start_sec,end_sec,duration_sec,text
seg_0042,SPEAKER_1,speaker_0,202.76,203.56,0.8,"Okay, go for it."
seg_0043,SPEAKER_3,speaker_3,204.82,206.82,2.0,It's almost not night anymore.
seg_0044,SPEAKER_1,speaker_0,206.88,207.38,0.5,Oh my God.
seg_0045,SPEAKER_1,speaker_0,208.7,209.18,0.48,And you?
seg_0046,SPEAKER_4,speaker_4,210.54,211.24,0.7,Is that Barbie?
seg_0047,SPEAKER_1,speaker_0,212.06,214.16,2.1,Is that Barbie in the picture? Of course that's Barbie.
seg_0048,SPEAKER_4,speaker_4,214.54,219.64,5.1,"Oh, I didn't recognize her back. In that case, I'm Barbie. This is just my back."
seg_0049,SPEAKER_5,speaker_5,221.3,230.92,9.62,"Now me. I overheard a woman at the supermarket say the strangest thing. She said, ""There goes Barbie. Poor thing, she doesn't know she's a toy-"
seg_0050,SPEAKER_5,speaker_5,232.25,245.76,13.51,"... created by a corporation. Silly thing has never wondered where the car or the house came from."" And the truth is, I'd never thought of those things until today. Today is the first and very last day of my life."
seg_0051,SPEAKER_2,speaker_1,248.98,259.82,10.84,"Okay, I'm really trying to wrap my brain around this. You're suggesting that Barbie finds out that she's a toy in the supermarket, and then she has some sort of identity crisis that drives her to suicide?"
seg_0052,SPEAKER_5,speaker_5,260.2,261.38,1.18,It's the only way she can be free.
seg_0053,SPEAKER_2,speaker_1,263.38,268.32,4.94,"Okay, Deirdre, I'm gonna close my eyes, and when I open them, I want all three of them out of the building."
seg_0054,SPEAKER_1,speaker_0,268.34,273.219,4.879,"Yes, yes, and I'm going to leave my eyes open and make sure that that happens for him. Well, leave."
seg_0055,SPEAKER_3,speaker_3,273.64,273.75,0.11,Oh.
seg_0056,SPEAKER_1,speaker_0,275.94,278.08,2.14,"All right, you can open your eyes. They're gone."
seg_0057,SPEAKER_2,speaker_1,278.2,278.4,0.2,Thank God.
seg_0058,SPEAKER_1,speaker_0,278.46,281.57,3.11,"All right, so we're gonna go with the, ""I'm Barbie, this is my back,"" right?"
seg_0059,SPEAKER_2,speaker_1,281.72,282.84,1.12,"Oh, definitely. It gets to the point."
seg_0060,SPEAKER_1,speaker_0,282.969,283.52,0.551,That's good.
