segment_id,speaker_id,raw_elevenlabs_speaker_ids,start_sec,end_sec,duration_sec,text
seg_0049,SPEAKER_2,speaker_1,219.14,220.3,1.16,"I don't know, what, 60."
seg_0050,SPEAKER_3,speaker_2,220.52,220.65,0.13,60.
seg_0051,SPEAKER_6,speaker_5,221.14,225.24,4.1,"Jared, as I look at this more closely, it is these VAR numbers that are setting this thing off."
seg_0052,SPEAKER_1,speaker_0,225.25,225.7,0.45,Excuse me.
seg_0053,SPEAKER_2,speaker_1,238.97,241.7,2.73,"If you bought this last year, we would not be in this position."
seg_0054,SPEAKER_1,speaker_0,241.78,241.89,0.11,I know.
seg_0055,SPEAKER_2,speaker_1,241.89,242.62,0.73,If we had done what I-
seg_0056,SPEAKER_1,speaker_0,242.74,243.02,0.28,Please.
seg_0057,SPEAKER_6,speaker_5,243.64,254.18,10.54,"As I was saying, and I speak completely off the record, it's only a matter of time before someone else starts putting these in and they come up with exactly the same results and look at exactly what we are looking at right now, if they haven't already."
seg_0058,SPEAKER_1,speaker_0,254.38,260.94,6.56,"Understood. And Sarah, what value would you allow to be placed on those assets that might remain on the books if they had to?"
seg_0059,SPEAKER_5,speaker_4,261.84,263.2,1.36,Why would they still be on the books?
seg_0060,SPEAKER_2,speaker_1,263.53,265.06,1.53,'Cause suddenly nobody wants to fucking buy them.
seg_0061,SPEAKER_1,speaker_0,265.1,266.75,1.65,"Fuck you, Sam. Will you give me a fucking break here?"
seg_0062,SPEAKER_2,speaker_1,266.76,267.28,0.52,"Excuse me, Jared-"
seg_0063,SPEAKER_5,speaker_4,267.3,273.58,6.28,"Without an active market, it would take weeks or months for me to come up with an accurate value on them. You would have to go block by block."
seg_0064,SPEAKER_2,speaker_1,273.68,276.68,3.0,"Yeah, look, Jared, it's a very simple business, right? We talked about this one-"
seg_0065,SPEAKER_1,speaker_0,278.14,281.56,3.42,"Sam. Uh, Will, Peter, and, uh, what the fuck is his name?"
seg_0066,SPEAKER_4,speaker_3,281.62,281.86,0.24,Seth.
seg_0067,SPEAKER_1,speaker_0,282.04,285.24,3.2,"Thank you. Seth, uh, could you please give us a few moments?"
seg_0068,SPEAKER_1,speaker_0,287.62,288.06,0.44,"And Peter,"
seg_0069,SPEAKER_1,speaker_0,289.4,290.24,0.84,has anyone else seen this?
seg_0070,SPEAKER_2,speaker_1,291.1,292.12,1.02,"No, no one aside from us."
seg_0071,SPEAKER_1,speaker_0,292.82,293.88,1.06,And Eric Dale.
seg_0072,SPEAKER_3,speaker_2,293.96,294.56,0.6,Yes.
seg_0073,SPEAKER_1,speaker_0,294.62,298.07,3.45,And can it really be possible that we don't know where Eric Dale is?
seg_0074,SPEAKER_3,speaker_2,298.69,302.24,3.55,"I called his wife. He hasn't come home yet, and we turned off his phone today."
seg_0075,SPEAKER_1,speaker_0,303.82,306.56,2.74,"Perfect. Well, I'd like to know where he is."
seg_0076,SPEAKER_2,speaker_1,313.92,314.28,0.36,"Jared,"
seg_0077,SPEAKER_2,speaker_1,316.52,319.2,2.68,you cannot be doing what you're thinking of doing.
seg_0078,SPEAKER_1,speaker_0,319.42,320.8,1.38,"Well, I don't see any other choice."
seg_0079,SPEAKER_2,speaker_1,321.12,323.74,2.62,"What do you... What does that mean, we don't have a choice? Fuck you, you don't have a choice."
seg_0080,SPEAKER_1,speaker_0,323.78,324.02,0.24,Fuck me?
seg_0081,SPEAKER_1,speaker_0,325.34,327.02,1.68,"Did you even look at the numbers, Sam?"
seg_0082,SPEAKER_2,speaker_1,327.28,328.22,0.94,"Yeah, but what do I know?"
seg_0083,SPEAKER_1,speaker_0,328.68,334.06,5.38,"Correct me if I'm wrong, Mr. Shah, but, uh, these numbers, they don't add up. One and one no longer makes two."
seg_0084,SPEAKER_6,speaker_5,334.38,336.01,1.63,"Look, if I may, I would like a little bit more time-"
seg_0085,SPEAKER_5,speaker_4,336.01,336.99,0.98,"Jared, we can't tell you yet."
seg_0086,SPEAKER_2,speaker_1,336.99,339.31,2.32,Are you fucking kidding me? We have talked about this.
seg_0087,SPEAKER_5,speaker_4,339.36,342.22,2.86,We need a little more time to give you our conclusion.
seg_0088,SPEAKER_1,speaker_0,343.29,344.7,1.41,Okay. We meet again in 45 minutes.
seg_0089,SPEAKER_6,speaker_5,345.4,346.9,1.5,"Sam, do you have the file?"
seg_0090,SPEAKER_2,speaker_1,347.12,347.34,0.22,Yeah.
seg_0091,SPEAKER_1,speaker_0,365.08,365.68,0.6,What are you gonna do?
seg_0092,SPEAKER_1,speaker_0,369.9,370.62,0.72,You gonna call him?
seg_0093,SPEAKER_2,speaker_1,376.44,377.02,0.58,I already have.
