speaker,start,end,text
speaker_4,1035.656,1051.536,"Our political system is such that the prime minister and, and the government has a m- or, or they, they are the ones doing decisions, uh, on, on that matter. So l- let's not put too much pressure on, on, on our president on that."
speaker_0,1052.146,1063.276,"Well, let's bring Teivo in. Teivo, an election next year. For how long can this Finnish government get away with blaming external factors for long-running economic problems domestically?"
speaker_3,1065.396,1132.62,"Well, that's what governments do. They blame bad things on external factors and good things on themselves. So, uh, uh, I think that tendency is not likely to go away. The election is indeed coming. There was a new opinion poll by the Finnish public broadcaster. The Social Democrats have until now seemed to have, to be leading so handsomely that they are very likely to be the next prime ministerial party, but now they are actually going down a little bit. So things are a little bit less, less secure. Most people think the next government will be ideologically slightly less right-winging, still committed to cutting the deficit, committed to in- increasing, uh, defense spending. One issue might be corporate taxes, uh, and the tax rates that the, the current government has lowered, and the opposition is claiming that that's bad for the deficit, and they might, uh, perhaps hike the corporate rate, uh, uh, tax back again."
speaker_0,1133.44,1152.18,"Thanks, Teivo. Uh, Daniel, to you. Nokia, they were kingpins in the mobile tech world for a long time, and then overnight things changed. This other device arrived from Apple, which everyone uses. Talk to me about the impact of that because Nokia was a huge, huge Finnish success story."
speaker_5,1152.9,1217.85,"Yeah, I think if you look at globally, uh, at economies, Finland is kind of this, uh, sort of a warning story about the dangers of relying too much on, on one company, on one industry, on one growth driver. Having been so concentrated the economy around Nokia, and so if you look at the falls in industrial production and, and economic output in 2008, and sort of that recovery has been very sluggish partly because Nokia has never recovered. Uh, it- there are some echoes of that. If you look at Denmark now, uh, they've got Novo Nordisk, a big pharma company, pioneers in the weight loss drugs, but they are losing ground. If you look at their share price, it's, uh, sort of given up of almost all the gains since, uh, they've invented the, the pill. So again, it's a, it's sort of like a deja vu potentially where, you know, the economy's so structured around one company. Uh, but Finland, Nokia's kind of finding second breath now in the AI race, and that's another, uh, sort of area where Finland can potentially, uh, uh, lead or, or have some, uh, definite advantages with high le- levels of human capital. But also still the, the knowledge and the know-how is there. If you look at Nokia share prices, about 150% year, uh, year, up to date. It's a very good investment if you bought it at the end of last year,'cause it's riding the AI boom and-"
speaker_0,1217.85,1218.22,It's up
speaker_5,1218.54,1218.84,... it's up.
speaker_0,1219.04,1220.17,"In a year, it's up 150%."
speaker_5,1220.209,1222.36,"Now it's, it's year to date, in the la- in the last-"
speaker_0,1222.42,1222.74,Year to date
speaker_5,1222.76,1224.98,"... in the last five months, it's up 150%."
speaker_0,1225.56,1227.19,"So there is potential, there is optimism."
speaker_5,1227.19,1235.04,"There is. Investors are looking at Nokia potentially playing a big role in the AI race, and that's also reflecting well on the Finnish economy and,'cause most of that is still based in Finland."
speaker_0,1235.76,1242.88,"Sakari, does that excite you that there is potential for a comeback here in terms of AI and Nokia being heavily involved?"
speaker_4,1244.74,1250.26,"I think there's po- potential, and, um, I a- agree, uh, there."
speaker_4,1252.16,1290.27,"Of course, if we look backwards and, and think of the situation where we were with Nokia when it was, uh, at, at its, its largest, it posed a qui- great risk for, for Finland in the sense with, that it was in a sense too large for Finland. So I would like to see rather, uh, a couple of, or, or, or maybe 10 large, very, uh, good companies than, than, than that Nokia would rise again to be as large as it was. I, I, I, I don't believe that that would happen, but anyway, I, I think you, you understand the point."
speaker_0,1290.6,1303.36,"We do, we do. Teivo, to you, if you were prime minister of Finland, what would you change? What one policy would you bring in to give people hope and to start seeing these green shoots of recovery in the economy grow further?"
speaker_3,1307.3,1336.64,"Well, uh, I think bringing in skilled labor and, and having good mechanisms for that and creating a reputation where Finland doesn't seem like a racist country, but rather a country welcoming to foreigners, that would be one thing that may not bring immediate, the immediate results, which is a problem with that, uh, that measure, but on a long-term is very necessary for because of demographic factors that we spoke about."
speaker_0,1337.679,1342.6,"Thank you. Daniel, what do you think they should be doing? Looking in from the outside, what, what can they do?"
speaker_5,1343.02,1361.79,"I think a core strength that Finland has is clean, abundant, and cheap electricity, which is very important in this day and age. It- we're in a race for energy. If you look at, uh, construction sector for last year, 20% of the permits granted in Finland were to data centers. So it's clearly on the radar for these big companies looking to where to locate. What do you need? You need-"
speaker_0,1362.04,1362.78,Cheap energy
speaker_5,1363.04,1385.02,"... abundant energy, abundant, and Finland has it. It has a backbone of nuclear. Uh, ever since it opened the, the latest nuclear reactor a couple of years ago, it is self-sustainable. It doesn't rely on imports anymore. Um, and it's relatively cheap. The rest is made up by cheap renewables. There's very little fossil fuels in the, in the power mix. So that's a core strength that Finland has and that can, it can build on in this global race for AI, uh, where energy is gonna be very important."
speaker_0,1385.4,1387.38,So a lot of companies are looking at Finland-
speaker_5,1387.7,1387.95,Correct
speaker_0,1387.96,1390.32,... as a location base for data centers.
speaker_5,1390.35,1402.0,"It has the advantage of cheap, abundant electricity, and very skilled, clever labor force, and also very plentiful labor force with the unemployment rates that you have. So when you combine the two, that's what you're looking at for with AI."
speaker_0,1402.24,1402.25,Super.
speaker_5,1402.26,1402.76,That's what you want.
speaker_0,1402.92,1405.74,Where do you think Finland is going in the next few years?
speaker_5,1406.86,1446.62,"Well, look, there's, there's the macro cyclical drivers. There are gonna be ebbs and flows in that, but I think a core strength that the government can focus on is really this, this, uh, AI boom and this future of, you know, technology,'cause that's not going away, and Finland has some intrinsic strengths in that. And you can look at any index from the IMF to OECD in terms of how countries are positioned in the AI adoption, but also AI development space, and Finland has some definite advantages there. It's always ranking towards the top. Uh, educational system is extremely good, uh, and produces a lot of, uh, you know, uh, score very highly in the, in the PISA tests and so on. So these are very str- core assets. When you put all of that together, the energy, the human capital, uh, the, it, and, and the AI boom-"
speaker_0,1447.084,1452.344,"Finland has some core strengths for sure. Sakari, just come in on that. The great Finnish comeback could be on its way."
speaker_4,1453.424,1465.444,"We still have, uh, or the public finances are still in, in situation that something needs to be done. Simply, uh, relying on economic growth is not enough. And, uh, uh,"
speaker_4,1466.724,1478.564,"in my opinion, um, it would ha- have to be some, some consolidation on the spending side. I would be quite careful, uh, in, in increasing taxes anymore."
speaker_0,1479.304,1486.024,"Teuvo, final point to you. As Finland heads into an election in 2027, the economy will surely dominate."
speaker_3,1488.884,1551.664,"Yes, it sure will. And now when there are in the first quarter of this year, first three months, there's been, uh, I think it was 0.9% GDP growth, which is, um, many, especially people in the government, does see it as a sign of hope. And much depends on, on the one hand, what happens to the interest rates since inflation in, in the Eurozone is, uh, showing some signs that might mean hiking up interest rates. We don't know yet. And then of course, what happens in Iran. Uh, as was stated, Finland is not so dependent on fossil fuels than some other countries, which helps Finland, uh, in, in, in case of prolonged war in Iran and over Hormuz. But still, it's, it's having an impact directly on Finland, and also when it has impact on Finnish export markets. Exports are growing a little bit again, then that might, uh, kill the emerging signs of, uh, growth that we are seeing right now. But we don't know."
speaker_0,1552.484,1566.024,"Teuvo, Sakari, and Daniel Crow here in the studio, thank you all so much. Remember, you can see more discussion and debate on our YouTube channel. Search for Roundtable TRT World. But for now, from me and De Brady and all the team here, goodbye and thank you for watching."
