speaker,start,end,text
speaker_1,320.88,320.98,Yeah.
speaker_0,321.02,321.96,"Yeah, you wanna say what it was?"
speaker_0,323.39,325.5,"Go on, say what... Wait, but how old were you?"
speaker_1,325.54,327.14,You think I'd get arrested for weed? Come on.
speaker_2,328.76,329.5,How old were you?
speaker_1,329.94,331.09,"Uh, 22."
speaker_0,331.32,338.02,"Oh my gosh, he totally did this. It was, it was, it was you-know-what in a thing-... and he got busted. Were you in a car or something, driving?"
speaker_2,338.04,338.86,You said you know what.
speaker_1,338.91,338.91,No.
speaker_0,338.94,344.28,"Oh, that's right,'cause you grew up in the streets of Brooklyn. And that's how you have your accent. So you're walking around, and you started some trouble."
speaker_2,344.32,345.87,"I just like picturing it, so I'm gonna say it's true."
speaker_0,345.9,347.2,You got in a fight. You got in a fight with somebody?
speaker_2,347.52,348.63,I think I like it.
speaker_1,348.63,348.64,No.
speaker_0,348.76,350.16,"Uh, how did you get arrested?"
speaker_2,350.24,350.31,"Well, you do know-"
speaker_1,350.31,350.56,What's that?
speaker_0,350.6,351.66,How did you get arrested? You were buying?
speaker_1,351.86,353.28,"Possession of a controlled sub- well, yeah."
speaker_0,353.36,353.89,"But what, in a joint?"
speaker_1,353.89,354.42,In a rollie-
speaker_0,354.84,355.61,So it was on some Andre jeans?
speaker_1,355.66,356.23,... on 43rd Street.
speaker_0,356.24,357.27,How much cocaine did you have?
speaker_1,357.31,357.57,In a rollie.
speaker_0,357.76,358.04,Yeah.
speaker_1,358.18,358.94,It was fake.
speaker_0,359.8,360.42,It was fake cocaine?
speaker_1,360.54,361.02,It was fake.
speaker_2,361.34,361.51,"Like, what?"
speaker_1,361.51,362.54,Don't do fake cocaine.
speaker_1,363.96,364.38,I love it.
speaker_0,364.46,364.91,"Don't, don't be a-"
speaker_2,364.91,365.13,There's certainly not fake cocaine
speaker_0,365.13,371.62,"... you're not a role model to children. Don't do fake cocaine. Don't do cocaine at all. Don't do it, real or fake."
speaker_2,373.16,373.95,What's fake cocaine made out of?
speaker_0,373.98,374.34,I don't know.
speaker_2,374.4,374.51,Salt? Like-
speaker_0,374.51,376.32,"I, I really, I, I know him pretty well."
speaker_1,376.44,376.5,It's called procaine.
speaker_2,376.66,376.69,What?
speaker_0,377.36,377.9,Procaine.
speaker_1,378.0,378.84,That's what they called it.
speaker_0,379.5,382.94,"I, I, I think of course this would happen to him,'cause he, this, he has this type of luck."
speaker_2,382.99,384.88,"I, I just love to picture it."
speaker_0,384.92,384.93,Yeah.
speaker_2,384.94,386.35,"So I'm gonna... I feel like it's true, you know?"
speaker_0,386.4,389.68,"Gosh, if he's lying, you're a genius,'cause he is a good actor too. I'm gonna say it's true."
speaker_2,389.78,390.4,I think it's true.
speaker_0,391.48,391.82,It's true.
speaker_2,392.0,392.5,What?
speaker_1,393.2,393.28,Yeah.
speaker_0,395.4,396.27,I love you.
speaker_2,396.28,396.41,Come on.
speaker_0,396.41,402.08,"Come on. I love you, buddy. Oh, there's the truth right there. Billie Eilish, Colin Quinn, everybody."
speaker_3,403.68,407.56,"Uh, uh-huh. It's on and on and on. Uh, I said."
speaker_3,409.24,410.72,And it's on and on and on
