segment_id,speaker_id,raw_elevenlabs_speaker_ids,start_sec,end_sec,duration_sec,text
seg_0100,SPEAKER_1,speaker_0,202.52,210.49,7.97,"Or if it was around the mustard, I'd be, ""French's Mustard."" But that was at my, and I think someone ratted on me. Someone complained, and then they said, ""Who did it?"" And then one of my friends ratted on me."
seg_0101,SPEAKER_2,speaker_1,210.5,211.12,0.62,"Some French guy, yeah?"
seg_0102,SPEAKER_1,speaker_0,211.42,215.76,4.34,"Yeah, yeah. ""Who was, who's pretending to be French and not helping people?"" And then I was like, ""I don't know who did it."""
seg_0103,SPEAKER_2,speaker_1,215.78,217.72,1.94,"Sound like a very pretentious 15-year-old, by the way."
seg_0104,SPEAKER_1,speaker_0,219.3,219.31,0.01,Eh.
seg_0105,SPEAKER_3,speaker_2,219.34,220.92,1.58,So you were pretending to not understand them.
seg_0106,SPEAKER_1,speaker_0,221.18,222.08,0.9,"Uh, no."
seg_0107,SPEAKER_3,speaker_2,222.18,222.5,0.32,Okay.
seg_0108,SPEAKER_1,speaker_0,222.6,224.38,1.78,I don't know.
seg_0109,SPEAKER_3,speaker_2,225.2,225.9,0.7,You were 15.
seg_0110,SPEAKER_1,speaker_0,225.94,226.24,0.3,Yeah.
seg_0111,SPEAKER_1,speaker_0,227.5,228.72,1.22,"All right, what do you guys think?"
seg_0112,SPEAKER_3,speaker_2,229.92,230.66,0.74,Uh...
seg_0113,SPEAKER_2,speaker_1,234.32,235.42,1.1,"I, I don't think so."
seg_0114,SPEAKER_3,speaker_2,237.12,238.8,1.68,Mm-mm. I wanna say
seg_0115,SPEAKER_3,speaker_2,240.52,242.46,1.94,"it's almost, like, not funny enough to be true."
seg_0116,SPEAKER_3,speaker_2,244.46,246.9,2.44,"But you know what I'm saying? Like, you agree?"
seg_0117,SPEAKER_1,speaker_0,247.02,248.34,1.32,"Now I'm thinking, now I'm thinking it did happen."
seg_0118,SPEAKER_3,speaker_2,248.4,250.4,2.0,You know what I'm saying? Oh.
seg_0119,SPEAKER_2,speaker_1,250.84,251.78,0.94,Now you're thinking it did happen?
seg_0120,SPEAKER_1,speaker_0,251.82,252.42,0.6,Now I'm thinking it did happen.
seg_0121,SPEAKER_3,speaker_2,252.44,255.73,3.29,"So I'm just gonna say it happened. You can say it didn't, so we can just one-up each other way."
seg_0122,SPEAKER_1,speaker_0,255.78,256.38,0.6,"Okay, good."
seg_0123,SPEAKER_3,speaker_2,256.57,256.7,0.13,Okay?
seg_0124,SPEAKER_1,speaker_0,257.24,258.399,1.159,"No, I think you have to be unanimous."
seg_0125,SPEAKER_3,speaker_2,258.459,258.579,0.12,No.
seg_0126,SPEAKER_2,speaker_1,258.589,258.959,0.37,"Oh, we do?"
seg_0127,SPEAKER_3,speaker_2,259.14,260.209,1.069,"No. Okay, sure."
seg_0128,SPEAKER_2,speaker_1,260.22,265.06,4.84,"I like it how you, I like it how he's played this game. He goes, ""No, I think you have to be unani-"" You don't even know the rules of the game."
seg_0129,SPEAKER_1,speaker_0,266.18,269.14,2.96,"All right, uh, you have to be unanimous. Ready? One, two, three, yay or nay."
seg_0130,SPEAKER_3,speaker_2,269.64,269.65,0.01,Y-
seg_0131,SPEAKER_2,speaker_1,270.02,270.23,0.21,Yay.
seg_0132,SPEAKER_3,speaker_2,270.23,270.26,0.03,Yay.
seg_0133,SPEAKER_2,speaker_1,270.6,270.63,0.03,Yay.
seg_0134,SPEAKER_1,speaker_0,270.63,271.64,1.01,"You think yay, it did happen."
seg_0135,SPEAKER_3,speaker_2,271.7,272.54,0.84,I think it did happen.
seg_0136,SPEAKER_1,speaker_0,272.6,274.04,1.44,Yeah. It did not happen.
seg_0137,SPEAKER_2,speaker_1,274.13,274.13,0.0,Oh.
seg_0138,SPEAKER_3,speaker_2,275.06,275.27,0.21,"Okay, good."
seg_0139,SPEAKER_1,speaker_0,275.32,275.8,0.48,You were right.
seg_0140,SPEAKER_3,speaker_2,276.04,276.19,0.15,"No, good."
seg_0141,SPEAKER_1,speaker_0,276.19,277.099,0.909,You should've stuck to your gut.
seg_0142,SPEAKER_3,speaker_2,277.54,277.79,0.25,That's good.
seg_0143,SPEAKER_1,speaker_0,277.79,280.62,2.83,That's the lesson learned. Stick to your gut. No.
seg_0144,SPEAKER_2,speaker_1,280.98,281.32,0.34,Oh.
seg_0145,SPEAKER_1,speaker_0,281.38,287.31,5.93,"I did get fired, but it was for doing, uh, it was for doing whip-its. All right, Colin, I think you should, you should, uh, I think you should-"
seg_0146,SPEAKER_2,speaker_1,287.34,287.84,0.5,"Come on, baby"
seg_0147,SPEAKER_1,speaker_0,288.06,290.16,2.1,"... I think number one,'cause you know why? You're number one to me, man."
seg_0148,SPEAKER_2,speaker_1,290.28,291.3,1.02,"Oh, thanks."
seg_0149,SPEAKER_3,speaker_2,291.49,291.5,0.01,Oh.
seg_0150,SPEAKER_1,speaker_0,291.54,292.92,1.38,Yeah. Here we go.
seg_0151,SPEAKER_2,speaker_1,293.14,293.78,0.64,"Okay, ready?"
seg_0152,SPEAKER_1,speaker_0,294.24,294.38,0.14,Yeah.
seg_0153,SPEAKER_2,speaker_1,295.54,299.06,3.52,My first stand-up set was in a police station while I was under arrest.
seg_0154,SPEAKER_3,speaker_2,299.94,300.51,0.57,That's so good.
seg_0155,SPEAKER_1,speaker_0,300.56,302.84,2.28,This is absolutely true. This is so true.
seg_0156,SPEAKER_3,speaker_2,303.06,303.76,0.7,"I, I love-"
seg_0157,SPEAKER_1,speaker_0,303.82,304.44,0.62,He's Colin Quinn.
seg_0158,SPEAKER_3,speaker_2,304.48,304.55,0.07,I just love hearing this
seg_0159,SPEAKER_1,speaker_0,304.55,313.88,9.33,"... he's the most Irish guy I know. This is the perfect for his one-man show, for his book. This is so him. He did stand-up in a police station. I, I... Why were you arrested?"
seg_0160,SPEAKER_2,speaker_1,314.64,316.42,1.78,Possession of a controlled substance.
seg_0161,SPEAKER_1,speaker_0,318.56,320.33,1.77,"Do you had weed on you, or is it something else?"
seg_0162,SPEAKER_2,speaker_1,320.88,320.98,0.1,Yeah.
seg_0163,SPEAKER_1,speaker_0,321.02,321.96,0.94,"Yeah, you wanna say what it was?"
seg_0164,SPEAKER_1,speaker_0,323.39,325.5,2.11,"Go on, say what... Wait, but how old were you?"
seg_0165,SPEAKER_2,speaker_1,325.54,327.14,1.6,You think I'd get arrested for weed? Come on.
seg_0166,SPEAKER_3,speaker_2,328.76,329.5,0.74,How old were you?
seg_0167,SPEAKER_2,speaker_1,329.94,331.09,1.15,"Uh, 22."
seg_0168,SPEAKER_1,speaker_0,331.32,338.02,6.7,"Oh my gosh, he totally did this. It was, it was, it was you-know-what in a thing-... and he got busted. Were you in a car or something, driving?"
seg_0169,SPEAKER_3,speaker_2,338.04,338.86,0.82,You said you know what.
seg_0170,SPEAKER_2,speaker_1,338.91,338.91,0.0,No.
seg_0171,SPEAKER_1,speaker_0,338.94,344.28,5.34,"Oh, that's right,'cause you grew up in the streets of Brooklyn. And that's how you have your accent. So you're walking around, and you started some trouble."
seg_0172,SPEAKER_3,speaker_2,344.32,345.87,1.55,"I just like picturing it, so I'm gonna say it's true."
seg_0173,SPEAKER_1,speaker_0,345.9,347.2,1.3,You got in a fight. You got in a fight with somebody?
seg_0174,SPEAKER_3,speaker_2,347.52,348.63,1.11,I think I like it.
seg_0175,SPEAKER_2,speaker_1,348.63,348.64,0.01,No.
seg_0176,SPEAKER_1,speaker_0,348.76,350.16,1.4,"Uh, how did you get arrested?"
seg_0177,SPEAKER_3,speaker_2,350.24,350.31,0.07,"Well, you do know-"
seg_0178,SPEAKER_2,speaker_1,350.31,350.56,0.25,What's that?
seg_0179,SPEAKER_1,speaker_0,350.6,351.66,1.06,How did you get arrested? You were buying?
seg_0180,SPEAKER_2,speaker_1,351.86,353.28,1.42,"Possession of a controlled sub- well, yeah."
seg_0181,SPEAKER_1,speaker_0,353.36,353.89,0.53,"But what, in a joint?"
seg_0182,SPEAKER_2,speaker_1,353.89,354.42,0.53,In a rollie-
seg_0183,SPEAKER_1,speaker_0,354.84,355.61,0.77,So it was on some Andre jeans?
seg_0184,SPEAKER_2,speaker_1,355.66,356.23,0.57,... on 43rd Street.
seg_0185,SPEAKER_1,speaker_0,356.24,357.27,1.03,How much cocaine did you have?
seg_0186,SPEAKER_2,speaker_1,357.31,357.57,0.26,In a rollie.
seg_0187,SPEAKER_1,speaker_0,357.76,358.04,0.28,Yeah.
seg_0188,SPEAKER_2,speaker_1,358.18,358.94,0.76,It was fake.
seg_0189,SPEAKER_1,speaker_0,359.8,360.42,0.62,It was fake cocaine?
seg_0190,SPEAKER_2,speaker_1,360.54,361.02,0.48,It was fake.
seg_0191,SPEAKER_3,speaker_2,361.34,361.51,0.17,"Like, what?"
seg_0192,SPEAKER_2,speaker_1,361.51,362.54,1.03,Don't do fake cocaine.
seg_0193,SPEAKER_2,speaker_1,363.96,364.38,0.42,I love it.
seg_0194,SPEAKER_1,speaker_0,364.46,364.91,0.45,"Don't, don't be a-"
seg_0195,SPEAKER_3,speaker_2,364.91,365.13,0.22,There's certainly not fake cocaine
seg_0196,SPEAKER_1,speaker_0,365.13,371.62,6.49,"... you're not a role model to children. Don't do fake cocaine. Don't do cocaine at all. Don't do it, real or fake."
seg_0197,SPEAKER_3,speaker_2,373.16,373.95,0.79,What's fake cocaine made out of?
seg_0198,SPEAKER_1,speaker_0,373.98,374.34,0.36,I don't know.
seg_0199,SPEAKER_3,speaker_2,374.4,374.51,0.11,Salt? Like-
seg_0200,SPEAKER_1,speaker_0,374.51,376.32,1.81,"I, I really, I, I know him pretty well."
seg_0201,SPEAKER_2,speaker_1,376.44,376.5,0.06,It's called procaine.
seg_0202,SPEAKER_3,speaker_2,376.66,376.69,0.03,What?
seg_0203,SPEAKER_1,speaker_0,377.36,377.9,0.54,Procaine.
seg_0204,SPEAKER_2,speaker_1,378.0,378.84,0.84,That's what they called it.
seg_0205,SPEAKER_1,speaker_0,379.5,382.94,3.44,"I, I, I think of course this would happen to him,'cause he, this, he has this type of luck."
seg_0206,SPEAKER_3,speaker_2,382.99,384.88,1.89,"I, I just love to picture it."
seg_0207,SPEAKER_1,speaker_0,384.92,384.93,0.01,Yeah.
seg_0208,SPEAKER_3,speaker_2,384.94,386.35,1.41,"So I'm gonna... I feel like it's true, you know?"
seg_0209,SPEAKER_1,speaker_0,386.4,389.68,3.28,"Gosh, if he's lying, you're a genius,'cause he is a good actor too. I'm gonna say it's true."
seg_0210,SPEAKER_3,speaker_2,389.78,390.4,0.62,I think it's true.
seg_0211,SPEAKER_1,speaker_0,391.48,391.82,0.34,It's true.
seg_0212,SPEAKER_3,speaker_2,392.0,392.5,0.5,What?
seg_0213,SPEAKER_2,speaker_1,393.2,393.28,0.08,Yeah.
seg_0214,SPEAKER_1,speaker_0,395.4,396.27,0.87,I love you.
seg_0215,SPEAKER_3,speaker_2,396.28,396.41,0.13,Come on.
seg_0216,SPEAKER_1,speaker_0,396.41,402.08,5.67,"Come on. I love you, buddy. Oh, there's the truth right there. Billie Eilish, Colin Quinn, everybody."
seg_0217,SPEAKER_4,speaker_3,403.68,407.56,3.88,"Uh, uh-huh. It's on and on and on. Uh, I said."
seg_0218,SPEAKER_4,speaker_3,409.24,410.72,1.48,And it's on and on and on
