speaker,start,end,text
speaker_1,219.14,220.3,"I don't know, what, 60."
speaker_2,220.52,220.65,60.
speaker_5,221.14,225.24,"Jared, as I look at this more closely, it is these VAR numbers that are setting this thing off."
speaker_0,225.25,225.7,Excuse me.
speaker_1,238.97,241.7,"If you bought this last year, we would not be in this position."
speaker_0,241.78,241.89,I know.
speaker_1,241.89,242.62,If we had done what I-
speaker_0,242.74,243.02,Please.
speaker_5,243.64,254.18,"As I was saying, and I speak completely off the record, it's only a matter of time before someone else starts putting these in and they come up with exactly the same results and look at exactly what we are looking at right now, if they haven't already."
speaker_0,254.38,260.94,"Understood. And Sarah, what value would you allow to be placed on those assets that might remain on the books if they had to?"
speaker_4,261.84,263.2,Why would they still be on the books?
speaker_1,263.53,265.06,'Cause suddenly nobody wants to fucking buy them.
speaker_0,265.1,266.75,"Fuck you, Sam. Will you give me a fucking break here?"
speaker_1,266.76,267.28,"Excuse me, Jared-"
speaker_4,267.3,273.58,"Without an active market, it would take weeks or months for me to come up with an accurate value on them. You would have to go block by block."
speaker_1,273.68,276.68,"Yeah, look, Jared, it's a very simple business, right? We talked about this one-"
speaker_0,278.14,281.56,"Sam. Uh, Will, Peter, and, uh, what the fuck is his name?"
speaker_3,281.62,281.86,Seth.
speaker_0,282.04,285.24,"Thank you. Seth, uh, could you please give us a few moments?"
speaker_0,287.62,288.06,"And Peter,"
speaker_0,289.4,290.24,has anyone else seen this?
speaker_1,291.1,292.12,"No, no one aside from us."
speaker_0,292.82,293.88,And Eric Dale.
speaker_2,293.96,294.56,Yes.
speaker_0,294.62,298.07,And can it really be possible that we don't know where Eric Dale is?
speaker_2,298.69,302.24,"I called his wife. He hasn't come home yet, and we turned off his phone today."
speaker_0,303.82,306.56,"Perfect. Well, I'd like to know where he is."
speaker_1,313.92,314.28,"Jared,"
speaker_1,316.52,319.2,you cannot be doing what you're thinking of doing.
speaker_0,319.42,320.8,"Well, I don't see any other choice."
speaker_1,321.12,323.74,"What do you... What does that mean, we don't have a choice? Fuck you, you don't have a choice."
speaker_0,323.78,324.02,Fuck me?
speaker_0,325.34,327.02,"Did you even look at the numbers, Sam?"
speaker_1,327.28,328.22,"Yeah, but what do I know?"
speaker_0,328.68,334.06,"Correct me if I'm wrong, Mr. Shah, but, uh, these numbers, they don't add up. One and one no longer makes two."
speaker_5,334.38,336.01,"Look, if I may, I would like a little bit more time-"
speaker_4,336.01,336.99,"Jared, we can't tell you yet."
speaker_1,336.99,339.31,Are you fucking kidding me? We have talked about this.
speaker_4,339.36,342.22,We need a little more time to give you our conclusion.
speaker_0,343.29,344.7,Okay. We meet again in 45 minutes.
speaker_5,345.4,346.9,"Sam, do you have the file?"
speaker_1,347.12,347.34,Yeah.
speaker_0,365.08,365.68,What are you gonna do?
speaker_0,369.9,370.62,You gonna call him?
speaker_1,376.44,377.02,I already have.
