segment_id,speaker_id,raw_elevenlabs_speaker_ids,start_sec,end_sec,duration_sec,text
seg_0071,SPEAKER_1,speaker_0,234.86,236.24,1.38,This is after you shot the scene?
seg_0072,SPEAKER_2,speaker_1,236.72,238.1,1.38,"Uh, no, before we shot the scene."
seg_0073,SPEAKER_1,speaker_0,238.14,238.34,0.2,Okay.
seg_0074,SPEAKER_2,speaker_1,238.37,247.9,9.53,"He said, ""I'm gonna tell you something that I know, George knows,"" meaning George Lucas, ""and when I tell you, you'll know. Because if it leaks, we'll know it's you."""
seg_0075,SPEAKER_2,speaker_1,249.46,258.62,9.16,"And I said, ""What? What? What?"" He said, ""We're gonna put in this line."" And he gave me the piece of paper that said, ""I am your father."" And I was just, like you."
seg_0076,SPEAKER_1,speaker_0,258.8,259.14,0.34,Yeah.
seg_0077,SPEAKER_2,speaker_1,259.22,288.37,29.15,"I was just stunned. I thought, ""Well, as, you know, as good as, uh, Guinness being the bad guy, this is even..."" I said, ""Is this true?"" And he said, ""Well, you're gonna play."" He says, ""Search your feelings,"" and, uh, you know, it was shocking. But I have to tell you, within three days of shooting that scene, there were, uh, tabloid news reporters that would hang around in pubs, uh, uh, down the street from Elstree Studios in Borehamwood, offering 15 pound notes. ""You go on Star Wars. Come on, we need some stories."""
seg_0078,SPEAKER_2,speaker_1,289.95,307.03,17.08,"And within three days on, it wasn't a big he- it was a little box on the front of a, a tabloid. It said, ""Guinness Head Baddie in Star Wars II."" In England, baddie is what they use for villain. There's no title, Empire Strikes Back, just Star Wars II. And I was delighted, because they had leaked-"
seg_0079,SPEAKER_1,speaker_0,307.06,308.34,1.28,The wrong information
seg_0080,SPEAKER_2,speaker_1,308.36,308.39,0.03,... the information.
seg_0081,SPEAKER_1,speaker_0,308.4,308.92,0.52,Got it.
seg_0082,SPEAKER_2,speaker_1,308.96,309.22,0.26,Yeah.
seg_0083,SPEAKER_1,speaker_0,309.23,309.23,0.0,Yeah.
seg_0084,SPEAKER_2,speaker_1,309.24,334.82,25.58,"But the thing is, it, it was torturous. Because for a year and a half, I mean, I was really nervous that I'd slip up or talk in my sleep or something. It, it was a real, it was a real burden. But I'm really proud, because by, by the time we saw the screening and it happened, everybody even in the screening that had worked on the film, and the cast was there too, were stunned. Harrison turned around, he was sitting right in front of me, he said, ""Hey, kid."""
seg_0085,SPEAKER_2,speaker_1,336.36,337.84,1.48,"""You didn't tell me that."""
seg_0086,SPEAKER_1,speaker_0,344.1,344.88,0.78,Yeah. Uh-
seg_0087,SPEAKER_2,speaker_1,344.98,345.36,0.38,Yes
seg_0088,SPEAKER_1,speaker_0,345.37,349.51,4.14,"... I, I apologize. I only included the F-bomb for historical accuracy."
seg_0089,SPEAKER_2,speaker_1,349.52,351.45,1.93,"Well, it, he, he's the one who said it."
seg_0090,SPEAKER_1,speaker_0,351.48,352.6,1.12,Because that's what he said.
seg_0091,SPEAKER_2,speaker_1,352.72,354.24,1.52,Does he like your imitation of him?
seg_0092,SPEAKER_1,speaker_0,355.22,357.159,1.939,"Uh, I- I don't think so. He-"
seg_0093,SPEAKER_2,speaker_1,357.26,361.04,3.78,"I got a phone call from him one time. He said, ""Yeah, that don't sound anything like that."""
seg_0094,SPEAKER_1,speaker_0,363.44,369.84,6.4,"Do you love clicking buttons and subscribing to things? Then click the button to subscribe to my channel, and you'll finally be happy."
