segment_id,speaker_id,raw_elevenlabs_speaker_ids,start_sec,end_sec,duration_sec,text
seg_0063,ANTON_CHIGURH,speaker_0,202.58,204.1,1.52,You know what date is on this coin?
seg_0064,GAS_STATION_PROPRIETOR,speaker_1,204.88,205.08,0.2,No.
seg_0065,ANTON_CHIGURH,speaker_0,205.42,213.44,8.02,"1958. It's been traveling 22 years to get here, and now it's here, and it's either heads or tails,"
seg_0066,ANTON_CHIGURH,speaker_0,214.72,215.94,1.22,and you have to say call it.
seg_0067,GAS_STATION_PROPRIETOR,speaker_1,216.7,219.62,2.92,"Look, I n- need to know what I stand to win."
seg_0068,ANTON_CHIGURH,speaker_0,219.76,220.299,0.539,Everything.
seg_0069,GAS_STATION_PROPRIETOR,speaker_1,221.8,222.29,0.49,How's that?
seg_0070,ANTON_CHIGURH,speaker_0,222.78,224.6,1.82,You stand to win everything. Call it.
seg_0071,GAS_STATION_PROPRIETOR,speaker_1,229.42,229.84,0.42,All right.
seg_0072,GAS_STATION_PROPRIETOR,speaker_1,231.68,232.46,0.78,Heads then.
seg_0073,ANTON_CHIGURH,speaker_0,237.56,238.08,0.52,Well done.
seg_0074,ANTON_CHIGURH,speaker_0,240.72,241.64,0.92,Don't put it in your pocket.
seg_0075,GAS_STATION_PROPRIETOR,speaker_1,241.76,241.98,0.22,Sir?
seg_0076,ANTON_CHIGURH,speaker_0,242.74,244.6,1.86,Don't put it in your pocket. It's your lucky quarter.
seg_0077,GAS_STATION_PROPRIETOR,speaker_1,246.64,247.94,1.3,Where you want me to put it?
seg_0078,ANTON_CHIGURH,speaker_0,248.04,249.12,1.08,Anywhere not in your pocket
seg_0079,ANTON_CHIGURH,speaker_0,250.38,253.22,2.84,or it'll get mixed in with the others and become just a coin.
seg_0080,ANTON_CHIGURH,speaker_0,257.84,258.399,0.559,Which it is.
