speaker,start,end,text
speaker_0,143.01,144.34,... why don't you drop the mic cable-
speaker_1,144.44,144.6,This goes there
speaker_0,144.82,147.8,... and have a seat. This is what we used to call back in the Army a FUBAR.
speaker_1,147.98,148.8,"See, now I got this."
speaker_0,148.85,149.829,"Let me just, okay, let me just tell you what's going-"
speaker_1,149.84,151.8,"No, get, don't, don't get involved. You see?"
speaker_0,151.81,152.62,I have stuff to get you out of here.
speaker_1,152.66,152.769,Any-
speaker_0,152.8,154.02,"Amy, please, can we just get-"
speaker_1,154.06,154.44,Why is it...
speaker_0,155.54,155.88,Listen here.
speaker_1,155.92,156.82,"Okay, no, don't-"
speaker_0,156.84,159.02,"If you let go of it... Here, let me get in the-"
speaker_1,159.32,160.76,Don't get in it. Don't... See?
speaker_0,160.8,161.97,I'm trying to get around the back-
speaker_1,161.97,165.26,"Why y'all... Don't step on my jacket. $1,500 jacket, bitch."
speaker_0,165.9,169.2,"Where is... Get... You know, why do we have black cords and a black carpet?"
speaker_1,169.9,173.96,"All right, well, you motherfu... I told y'all I wasn't gonna... Louis."
speaker_0,174.2,174.44,Just let me think.
speaker_1,174.5,175.94,I swear to fucking God.
speaker_0,176.03,176.98,"Yes, Louis. We're gonna take care of it."
speaker_0,178.18,178.82,Just stay put.
speaker_1,178.91,180.14,Just get... Now you got-
speaker_0,180.74,182.5,Now I seem to have gotten myself tangled in it
speaker_1,182.51,185.53,"... this... Don't, you ain't... Get off me."
speaker_0,188.04,188.94,"Can I, may I help you?"
speaker_1,189.08,190.18,Don't touch the jacket.
speaker_0,190.42,190.989,I'm sorry. I'm trying-
speaker_1,191.01,191.35,"Bouncing, no."
speaker_0,191.36,193.92,"Look, okay, here's... Raise your, raise your knees. There's one end right here."
speaker_1,193.96,194.75,"You gotta get, now-"
speaker_0,194.98,196.0,"Hold on, I got bursitis"
speaker_1,196.12,197.06,... get the seat.
speaker_0,197.1,198.36,You know what? Here. Here's what we're gonna do.
speaker_1,198.39,198.62,No. Okay.
speaker_0,198.86,200.28,"Have a seat. Here, put your fanny right here."
speaker_1,200.44,201.62,I'm not... Don't say fanny.
speaker_0,201.64,202.02,Right there.
speaker_1,202.18,202.36,Don't.
speaker_0,203.16,203.29,There you go.
speaker_1,203.3,208.24,"All right. How you do... You do it, what do... You do this every... Don't, you ain't taking the pants off. Damn."
speaker_0,208.26,210.2,"Nicole, goddammit. Where is Jerry?"
speaker_1,210.36,211.88,This is some shit right here.
speaker_0,212.26,213.86,Same sound guy for 27 years.
speaker_1,213.88,214.14,What's wrong with y'all?
speaker_0,214.5,214.85,Vanishes like a friend.
speaker_1,214.85,216.02,"All right, all right, all right, all right. No."
speaker_0,216.04,217.26,"Nicole, for God's sake."
speaker_1,217.53,218.48,"It's fine. Take... All right. Louis, Louis."
speaker_0,220.48,220.9,Hold that.
speaker_1,221.14,221.24,Louis.
speaker_0,221.28,222.5,Don't do anything but hold that.
speaker_1,223.98,233.68,"Okay. No, no, you gotta put... No, nigga, you gotta take the... No. You can't take the pants off over the shoes. You can't take the pants off over the shoes. Louis, Louis, get your white ass out the motherfucker. You ain't helping nobody."
speaker_0,233.88,233.89,Yes.
speaker_1,233.89,234.6,What's wrong with y'all?
speaker_0,234.74,235.049,Vanishes like a friend.
speaker_1,235.08,235.69,All right. All right. All right. All right.
speaker_0,235.7,236.76,I'm taking the shoes off.
speaker_1,236.84,237.04,Okay.
speaker_0,237.3,237.58,Right?
speaker_1,237.62,247.6,"Left one, left one first. All right, well, fuck, do whatever you fuck you want then, nigga, but fine. Thank you. One, two. Thank you. I told y'all I wasn't gonna talk about that shit."
speaker_0,255.26,257.06,We'll be right back with Alec Baldwin
