speaker,start,end,text
speaker_1,241.87,241.87,Okay.
speaker_1,243.2,243.23,"With, with..."
speaker_0,243.23,243.4,Wow.
speaker_1,243.88,243.89,Oh.
speaker_0,243.94,245.62,I can't wait to get my mouth around this ball.
speaker_1,251.16,253.14,"Ooh, I like the way your balls smell."
speaker_2,262.76,264.1,"Do whatever you want to them, ladies."
speaker_2,265.56,266.98,My balls are here for your pleasure.
speaker_0,271.46,274.39,"Wow, Pete. I have to say, your balls are so tender."
speaker_2,276.4,277.76,"Well, there's no beating my balls."
speaker_2,280.03,282.58,They're made from a secret Schweddy family recipe.
speaker_2,284.28,286.12,No one can resist my Schweddy balls.
speaker_0,294.4,295.539,What's wrong?
speaker_1,295.6,296.18,Fun.
speaker_0,296.22,296.84,Schweddy balls.
speaker_1,296.9,297.38,Delicious.
speaker_0,297.62,298.8,Nothing like a Schweddy ball.
speaker_1,299.8,300.54,Schweddy balls.
speaker_0,300.74,301.42,These are good times.
speaker_1,301.48,302.16,Good times.
speaker_0,303.76,304.18,Mm.
speaker_1,304.56,305.14,Neat.
speaker_0,305.18,306.14,Mm-hmm.
speaker_1,306.15,306.15,Mm.
speaker_0,306.15,306.15,Mm.
speaker_1,306.22,308.17,"Oh. H- h- oh, our producer, um,"
speaker_1,309.48,316.9,"Glen is gesturing to us from the technicians' booth, and it looks like he, i- oh, very good. He's telling us to wrap it up."
speaker_0,317.72,324.99,"I guess that's all the time we have today, Teri. So join us next week when our topic will be that other holiday favorite, fragrant salty nuts."
speaker_1,324.99,325.66,Fragrant salty nuts.
speaker_2,327.58,334.78,"A quick plug. If you order from Seasons Eatings now, we can still send out a special Schweddy ball sack in time for Christmas."
speaker_0,334.94,339.4,"Ooh, great idea. My niece would love a sack of Schweddy balls."
