speaker,start,end,text
speaker_0,148.66,156.2,"I think I, I have enough questions. Enough questions. If th- if this is a lie, this dude should win an Oscar. That actually happened."
speaker_1,156.28,158.4,It's gotta be real. The details are too good.
speaker_0,158.62,160.76,Yeah. I say-... real.
speaker_3,162.32,164.26,"Well, you're both right. It's real."
speaker_1,165.69,165.69,Oh.
speaker_3,165.7,167.65,"Hey, I almost died. I almost died."
speaker_0,167.66,169.76,"Oh my God, you almost died."
speaker_3,170.2,171.19,It's true. It's true.
speaker_0,171.19,171.56,You almost died.
speaker_1,172.44,172.94,That's great.
speaker_0,172.98,174.07,That is great. You almost died.
speaker_1,174.08,175.26,"That's great, he almost died."
speaker_3,175.44,175.67,All right.
speaker_1,175.72,178.08,"And then, but he didn't. I love that. I love that."
speaker_0,179.28,181.67,"Which envelope, envelope, envelope?"
speaker_3,181.7,182.38,Do I choose?
speaker_0,182.56,182.9,Yeah.
speaker_3,182.96,184.16,"Well, to me, you're always a number two."
speaker_0,185.18,185.72,Thank you.
speaker_2,187.35,187.35,Aw.
speaker_0,187.4,188.44,"Thank you, appreciate that."
speaker_0,192.79,195.38,"""I made out with Gwyneth Paltrow during an SNL sketch."""
speaker_1,198.16,200.9,Okay. What was the game of the sketch?
speaker_0,201.7,216.76,"It was a Maya sketch. That's a prop, don't smoke that. It's a prop. It's all fake. It's fake smoke. It was a Maya sketch, something about high school, and we were in a, we were boyfriend and girlfriend or something like that. And I, I never go for it when I, if I have a kissing scene, but she went, she went for it."
speaker_1,217.06,218.16,How long had you been on the show?
speaker_0,218.84,219.44,Two seasons.
speaker_1,219.74,219.96,Tongue?
speaker_0,220.6,220.76,Yeah.
speaker_0,222.4,229.48,"I went for it. I, it didn't make it to air, but I think if it did make it to air, then maybe we would've struck up a relationship maybe."
speaker_3,230.08,232.2,"You seem to be stuttering a lot there, Fallon."
speaker_1,233.6,235.7,Did you rehearse the kiss during the week?
speaker_0,237.0,237.2,No.
speaker_1,238.22,238.7,Ah.
speaker_0,239.22,242.44,"We didn't rehearse the kiss during the... It's just, she just, dress rehearsal, I guess-"
speaker_3,242.46,244.44,"You seem to be moving your head a lot there, Fallon."
speaker_0,245.98,247.53,"You're not moving your head. Why, what is it?"
speaker_3,247.56,248.51,"I'm not moving at all, Fallon."
speaker_0,248.53,250.8,"But I know, but I'm not, but I'm just a very physical person."
speaker_3,250.88,253.32,"Don't talk to me. Talk to both of us, Fallon."
speaker_1,254.36,256.719,"Well, we're trying to save your ass here, okay?"
speaker_0,256.86,258.25,"Okay, okay."
speaker_1,258.28,259.56,We want to kind of deal.
speaker_0,259.899,260.88,"Okay, let's cut a deal."
speaker_3,261.42,264.18,I can get you immunity and relocation.
speaker_0,265.62,267.9,"Uh, what do you think? Truth or lie?"
speaker_3,268.12,268.84,I think it's total BS.
speaker_1,269.36,270.96,"Yeah, I agree. It's a lie."
speaker_3,271.2,271.29,Yeah?
speaker_1,271.5,272.06,I don't buy it.
speaker_0,272.66,275.16,It's a total lie. She's very professional. She would never do that.
speaker_3,278.05,278.05,Yeah.
speaker_0,278.44,279.74,All right. Horrible liar. It means we're good friends.
speaker_3,279.75,280.56,I'm really bad at it.
speaker_0,280.6,287.38,"Yeah, I'm a bad liar. All right. Kate, it is your turn. I will choose the envelope. To me, you are a number one."
speaker_1,287.44,288.1,"Oh, bless you."
speaker_0,288.34,288.6,Yeah.
speaker_1,289.26,289.8,Oh my goodness.
speaker_0,289.96,290.84,That's what's in the cup.
speaker_1,290.99,291.26,That's sweet.
speaker_3,291.68,293.58,I know. I drank it.
speaker_0,293.82,295.2,"Yeah, you did. Certainly did."
speaker_1,295.8,299.06,"""I once snuck into a zoo after hours."""
speaker_3,302.74,305.82,"Why would you want to sneak into a zoo? To see a, a, a certain animal?"
speaker_1,306.56,306.74,Yes.
speaker_3,307.19,309.46,"Do you have a thing for zoos, or were you just being rebellious?"
speaker_1,310.24,310.86,I enjoy a zoo.
speaker_0,313.36,314.219,"Do you, do you live close to a zoo?"
speaker_1,314.64,314.65,No.
speaker_0,315.58,316.7,So you'd had to travel to get there?
speaker_1,316.89,317.08,"Oh, yeah."
speaker_0,317.6,318.2,You were there alone?
speaker_1,318.76,318.86,No.
speaker_0,319.62,320.38,Besides the animals.
speaker_1,321.0,321.38,No.
speaker_3,321.82,324.12,Did the travel include anything like an airline flight?
speaker_1,324.38,324.56,Yes.
speaker_0,326.24,328.16,You flew to a place to go-
speaker_3,328.46,328.58,Let me-
speaker_0,328.59,329.56,... after hours to a zoo
speaker_3,329.82,330.5,... get this straight.
speaker_0,330.88,331.03,What?
speaker_3,331.28,336.5,You took a plane to walk to a zoo to go over into a zoo after hours?
speaker_1,337.27,341.74,"The zoo wasn't the only reason I'd boarded the plane, but it was one of them."
speaker_0,344.34,345.9,"Was there a, were the animals sleeping?"
speaker_1,347.02,347.14,No.
speaker_3,347.98,349.08,First class or coach?
speaker_1,350.26,350.64,Coach.
speaker_3,350.9,352.0,I don't believe a word of it.
speaker_0,352.2,352.9,"Wait, wait, wait."
speaker_3,352.96,353.62,"I'm sorry, wait."
speaker_0,354.24,356.66,"Wait, why would she, would she, she could fly coach. I fly coach."
speaker_3,356.7,360.16,"Not to, not to hop the wall in a zoo you don't fly coach. Everybody knows that."
speaker_0,360.88,366.98,"What are you talking about? That's not the point. That's so... I love that that's the last, last time we ever talk to each other."
speaker_0,368.34,370.6,"I think... Well, I can get enough questions in there."
speaker_1,370.69,370.69,Mm.
speaker_0,370.7,372.54,But... Mm.
speaker_1,372.72,376.099,"Too busy playing your games. Well, joke's on you, buster."
speaker_0,376.75,378.8,"Why's the joke on me, buster? I didn't even do anything yet."
speaker_1,378.86,379.13,I don't know.
speaker_0,379.28,379.82,I say-
speaker_3,380.08,380.52,Say no way.
speaker_0,380.8,384.29,"I say totally happened. Yes, I think it happened. You say didn't happen."
speaker_3,384.34,385.159,It's a lie.
speaker_0,385.22,388.36,"I say it's the truth. Yes, it is the truth."
speaker_0,392.04,397.76,"Yes. Adventurous, adventurous, creative mind. Our thanks to Kate McKinnon and John Cena for the true confessions."
speaker_0,402.6,402.9,"Uh,"
speaker_0,405.36,407.84,yeah. I ain't playin'
