speaker,start,end,text
speaker_1,76.52,81.64,"And then you notice in LA, like, everybody's in cream colors, and all the men are wearing, like, white and cream."
speaker_2,81.67,81.67,Mm-hmm.
speaker_1,81.68,87.32,"And then you get to New York, and it's a little bit more browns and moodier. And, and Susie really told such a story-"
speaker_2,87.54,88.56,"Yeah, amazing"
speaker_1,88.76,95.34,"... um, alongside Vittorio because it's, it is a lot brighter and sunnier in LA. And, and New York has just this steaminess to it."
speaker_0,95.78,99.7,"And I think, you know, the whole Hollywood glam, it's so glamorous and everything."
speaker_1,100.02,100.03,Mm-hmm.
speaker_0,100.06,106.17,Can you relate to the things they were saying about Hollywood? It's so easy to get seduced by the fame and the money and the glamor and-
speaker_2,106.18,112.28,"Oh, you see it all the time. That was one of my favorite things about the movie, were the subtle turns to-"
speaker_1,112.42,112.7,Mm-hmm
speaker_2,112.9,114.54,"... their own, um,"
speaker_2,115.8,118.89,"transition into, like, the ego of-"
speaker_1,118.94,118.95,Mm-hmm
speaker_2,119.08,120.92,... showbiz that Kristen has in that scene-
speaker_1,121.04,121.05,Mm-hmm
speaker_2,121.16,126.76,"... with Steve Carell. And then with, with Bobby taking on the persona of a club owner."
speaker_1,126.99,127.01,Mm-hmm.
speaker_2,127.68,131.179,"But still, like, these are things you do when you're an, an adult."
speaker_1,131.46,131.62,Yeah.
speaker_2,131.78,133.12,When you have to work.
speaker_1,133.26,133.269,Yeah.
speaker_2,133.34,135.72,You have to... You play a part.
speaker_1,135.96,136.24,Mm-hmm.
speaker_2,136.62,145.43,"You, you play at your life in a, in a way that you find successful or, um... So it's, it's a lot about choices."
speaker_1,145.57,145.66,Mm-hmm.
speaker_2,146.32,152.04,"And then they carry, you know, they carry this, this, this love, you know, and it's just very-"
speaker_1,152.68,152.86,Yeah. It's-
speaker_2,152.87,153.45,It's very grown up and warm
speaker_1,153.45,158.92,"... it's neat to see where they came from, though, and see how authentic these people truly are and what good people they truly are, too-"
speaker_2,159.08,159.5,Yeah
speaker_1,160.2,165.46,"... because it's, it's what you would see from the outside of the cafe society. You could dismiss each of their characters, you know?"
speaker_2,165.5,165.65,Right.
speaker_1,165.66,185.18,"But to see what a heart and soul each of them have is, is nice. And it's something that, you know, I, that's the thing, you know, as far as, like, relating to it personally that you see. You know, you have these ideas of people that you're fans of, and then you meet them and get to know them as a person. And oftentimes you're such a greater fan of them as a person than you are as the person that people feel like they know."
speaker_2,185.31,185.31,Mm-hmm.
speaker_1,185.32,188.19,"And that's always, that, that's always nice and refreshing when you-"
speaker_2,188.22,188.34,Yeah
speaker_1,188.4,189.0,... when you see that.
speaker_2,189.24,189.4,Yeah.
speaker_0,190.3,196.68,"Do you feel like... What do you feel like is the biggest misconceptions about fame and, and Hollywood in general?"
speaker_1,198.2,246.2,"I think the idea that people think that they know you, I think because of, um, the, the, how intrusive media is these days. Um, they f- there's, people care so much more about your personal life than they do your work. And if you aren't open with your personal life, then they just make it up for you and share it for you. So I think the biggest misconception I see often is people feeling like they know someone that they don't, um, because they know what the media has, has created of someone. And the disappointing thing is when you meet the people, they're always so much more awesome than, than, than, than they're portrayed to be. I mean, that's, that's normally my experience. And even people that are portrayed to be really great people, they're just, um, a lot more complicated and interesting and, and nuanced and caring and thoughtful. And that's always, that's always nice, you know-"
speaker_2,246.25,246.26,Mm-hmm
speaker_1,246.28,250.62,... to see that your idea of someone isn't always who they actually are.
speaker_2,251.02,251.109,Mm-hmm. Yeah.
speaker_1,251.109,251.64,Yeah.
speaker_2,251.84,253.04,Yeah.
speaker_0,253.34,254.02,Thank you.
speaker_1,254.18,254.23,Thank you.
speaker_2,254.23,254.68,"Okay. Thank you. Thank you, guys."
speaker_1,254.74,255.24,Take care.
