segment_id,speaker_id,raw_elevenlabs_speaker_ids,start_sec,end_sec,duration_sec,text
seg_0010,SPEAKER_1,speaker_0,174.04,216.18,42.14,"So just make believe there's no audience-... and it's just us talking. Uh, we haven't done this before. It's kinda fun. I'm looking forward to this. Um, I wanna start, we have to cover 250 years of history-... and then we have to predict American history 250 years into the future-... so we gotta get going. Um, Peter, I'm gonna start with you. Uh, d- we'll talk about the importance of this moment. 250 years is a long time, uh, to maintain a representative democracy. Is this a, you know, the, the, it's kind of a signal achievement of the United States that it maintained this so long. Obviously, there are problems along the way. Um, but is, i- have we maintained fidelity to the, to the principles that were, the abstract principles that were formulated in Philadelphia 250 years ago?"
seg_0011,SPEAKER_4,speaker_3,216.42,290.86,74.44,"Yeah. Jeff, thank you very much for, for asking and for talking about this importance of it,'cause I think that this anniversary has become so politicized that we've lost sight of what it really is about, right? It is about the country, not about blue America or red America, but about 250 years of this great experiment. And I think the thing that makes America so distinctive, people often say this, it's not a, a new thought, but that America, the United States, is not a country born out of an ethnicity or a religion or a tribe or a race. It was born out of an idea, the idea that we could find a better place to live, that we could form a more perfect union, right? The phrase in the Preamble of the Constitution. We're not perfect. It's not perfect now. We're gonna talk about all the ways our c- representative democracy tonight is not perfect and feels threatened as we speak. And yet, it is still the aspiration toward a more perfect union that makes us distinctive. I was reading, uh, de Tocqueville's take on America, and he actually has this, I think, remarkable quote. He says, ""What makes America special,"" I'm paraphrasing, this isn't exactly what he said, but, uh, ""What makes America special is not that it's more enlightened than other countries, but that it has the capacity to repair itself."" And I think that's the, th- the story of our 250 years is, is our effort to try to repair ourselves and get to a better place."
seg_0012,SPEAKER_1,speaker_0,290.9,293.0,2.1,Did everybody read Tocqueville before they got here?
seg_0013,SPEAKER_4,speaker_3,294.03,294.86,0.83,Did you put that in the assignment?
seg_0014,SPEAKER_1,speaker_0,294.98,316.46,21.48,"Yeah, that was in the assignment. You never follow the assignment, but that's why- But you, but you read it, you read it organically. It's great. But I have to ask you this. You join yourself to America by accepting a group of principles. You don't have to join by blood. Now it's an open discussion. Were you surprised that it's become a kind of continuing discussion or a live discussion again?"
seg_0015,SPEAKER_4,speaker_3,317.18,345.84,28.66,"Yeah. I, I would say I was surprised. Mayb- but maybe we shouldn't be, because hi- history is cyclical, right? We do go through these periods in our history where we question what our principles are and what our values are. We have not always been perfect. But it is a reminder that w- as we go through a tough time right now, we are at least debating big things. We're debating what our country should stand for, and, and that's something that, in fact, we do every Friday night on Washington Week in a way, and I'm glad that we have the debate and that we can have this debate."
seg_0016,SPEAKER_1,speaker_0,346.36,359.26,12.9,"Well, Steve, I wanna turn to you and, and talk a little bit about political practices and systems that have worked for the United States and made it a functioning democracy. Talk about the ones that have worked. Talk about the ones that are under pressure right now."
seg_0017,SPEAKER_5,speaker_4,360.648,414.948,54.3,"I think in some senses, they're all under pressure right now, and that's part of the challenge of, of the moment. But I think if you look back, and you know, this isn't a terribly, uh, original answer, but I don't think we spend enough time, um, thinking about this. The, the way that the f- founders, uh, struct- built the structures of the United States and its government were, uh, to constrain its powers. And I think it's, it's those structures, um, sort of at, at the core that have allowed us to have the success that we've had. We can all have different understandings of what the proper role of government, what the size and scope of government ought to be. Um, but I don't see or I don't hear many people making the argument today about size. There's not really much of a discussion. We don't really have, in my view, a political party devoted to limiting the size and scope of government anymore. Republicans filled that role for a while. They don't really much anymore. You don't hear those arguments about the government, and I think that's one of the challenges that we face right now. It worked for 250 years."
seg_0018,SPEAKER_1,speaker_0,415.308,434.488,19.18,"Right. Uh, stay, stay on this, this point for a second. What is different now in the American approach to constitutional norms and safeguards? Uh, what is different in the Trump administration approach, uh, to the, the approaches of previous presidents, possibly going all the way back?"
seg_0019,SPEAKER_5,speaker_4,434.848,458.248,23.4,"For a long time, there has been this sort of respect for the process, for the way things are done, for the way the government operates. Again, largely built, at least initially, by the founders. And what you're seeing increasingly today is sort of ends justify the means arguments and an abandonment of process, where process really matters. And I think the process in some ways within those constraints was the genius of the founding."
seg_0020,SPEAKER_1,speaker_0,458.448,484.968,26.52,"Right. I think everyone in America, I mean, it's very hard to find a unifying principle, uh, today, but everyone in America agrees that something's broken, something's off. But Susan, I... Is Donald Trump, is the presidency or the double presidency of Donald Trump, is it, is it a symptom of this, this dysfunction, this polarization, or has he been a cause of it? Or you obviously have a choice C, which is both."
seg_0021,SPEAKER_6,speaker_5,485.488,493.938,8.45,"Yeah, I mean, look, there's no question he's an accelerant. Uh, and uh, you know, a divider, one might even say, you know, by nature, but he wouldn't have been elected-"
seg_0022,SPEAKER_1,speaker_0,493.938,495.128,1.19,Are you selling your book right now?
seg_0023,SPEAKER_6,speaker_5,495.728,562.228,66.5,"He, he wouldn't have been, he wouldn't have been elected if he didn't play to what a large segment of our society has been asking for. I think relevant to that, you have to look at the fact that a m- majority of the country has not said that the country is on the right track. There's been a general diminution in support, uh, and belief and faith in all institutions. That includes religious institutions. It includes, uh, institutions of the government, uh, even the military which until recently had been, you know, and still has higher, you know, ratings. But that to me is one of the, the signal differences of Donald Trump, right? Is that he is going after, uh, the things that make our society work. But one thing I would say that's so different and head-snapping right now is that we speak still of one America. We say, ""Well, America is in a tough place right now,"" or, ""America is no longer promoting democracy abroad."" But it's actually not that. I mean, it's that we have different starkly competing visions of America right now, that we can't say, uh, there's one American view at 250 years."
seg_0024,SPEAKER_1,speaker_0,562.568,590.228,27.66,"Right. Um, we have a bit of geographic diversity on this panel, and I wanna ask Tim, who lives in Michigan, and Idrees is from Kentucky. One of the thing makes them different from what we do in Washington is that they're not thinking about all this stuff all the time. They actually have lives. Um, and uh, and, and so I'm wondering from what you're picking up, is it, is it the speed of information that, that, that's overwhelming people? Is, is, is the information just worse than ever? What is it from your perspective?"
seg_0025,SPEAKER_7,speaker_6,590.468,642.688,52.22,"So I, I would, I would cede the point that we are living through this ep- epistemological crisis right now, and it is, um, it, it's really, really, really dangerous. And the thing that is so striking to me, not only when I jump in my truck and do road trips for reporting, but just with friends, family in Southeast Michigan in my backyard, people who I grew up with. These are people who, to the point about sort of institutional decline, these are people who have reached the conclusion that no one is looking out for them. These are people who have become sort of deeply cynical, deeply calloused. And I think in that space of real wounding, there is an opportunity for them to be preyed upon and to be manipulated and to be demagogued, and that is where certain actors in American life have been very successful, Donald Trump chief among them."
seg_0026,SPEAKER_1,speaker_0,642.948,648.298,5.35,"Right. Ashley, you understand Donald Trump better than almost anyone. Um, what"
seg_0027,SPEAKER_1,speaker_0,649.508,651.128,1.62,... That's an actual serious observation.
seg_0028,SPEAKER_5,speaker_4,652.048,652.748,0.7,I'm humbled.
seg_0029,SPEAKER_1,speaker_0,652.848,655.568,2.72,"And, and we, and we, and we thank you for your service."
seg_0030,SPEAKER_5,speaker_4,655.948,655.958,0.01,Yes.
seg_0031,SPEAKER_1,speaker_0,656.048,667.108,11.06,"Um, you understand Donald Trump. Uh, you spent a lot of time with Donald Trump. Uh, what does he understand about the American people that so-called elites didn't understand?"
seg_0032,SPEAKER_5,speaker_4,668.378,725.136,56.758,"Well, I think it's a couple things. I think it's what Tim said, the sense of, of grievance, first of all, that people feel like no one is looking out for them, and he is going to take that grievance and, and channel it and sort of cast himself as the martyr on their behalf. Um, he also benefits... What he understands is that sh- just... And a lot of these things when I say understands is at a, a true sort of gut, visceral level, but that shamelessness is a superpower. Um, and it's much easier frankly to be shameless in a world where trust in information sources and, and reality is so polarized to begin with. We have always made choices about our information, right? Subscribing to The Wall Street Journal or The Washington Post, that's a choice. You're gonna get slightly different news sources watching Fox News or MSNBC now, slightly different choices. But I think what we have not accounted for is that- Social media, you're not, at this point you are not even making a choice"
seg_0033,SPEAKER_1,speaker_0,725.176,725.185,0.009,Yeah
seg_0034,SPEAKER_5,speaker_4,725.216,753.596,28.38,"When you open your phone based on an algorithm that recognizes that you spent two and a half seconds looking at something, the algorithm is feeding you something it wants you to believe, something it reinforces, something that you may not even consciously know that you believe. And so if you get fed a bunch of videos that cats commit crimes-... at an alarming level-... right, that influences your thinking. He understands all of that, and he also understands that,"
seg_0035,SPEAKER_5,speaker_4,754.905,786.486,31.581,"th- for a lot of Americans, for these reasons we stated just now, facts are fungible. So, I, I mean, think it's worth stepping back and saying he didn't like the results of the 2020 election because he lost. It was a free and fair election. But the idea that he just intuitively understood that if he just said, ""I won this election, it was stolen,"" and he said it shamelessly enough and frequently enough that he could get a huge portion of the population to believe that in their bones-"
seg_0036,SPEAKER_1,speaker_0,786.776,786.786,0.01,Right
seg_0037,SPEAKER_5,speaker_4,786.786,789.456,2.67,"... I mean, I mean, that is real understanding of something."
seg_0038,SPEAKER_1,speaker_0,789.576,793.706,4.13,"Right. Idris, why are cats committing crime at such an alarming rate?"
seg_0039,SPEAKER_1,speaker_0,795.676,811.786,16.11,"Um, I want you to answer the same question I, I, I asked, uh, Tim about what people are thinking and using, how they're using social media in places that are not Washington, New York, Los Angeles, and so on. You're from Kentucky. Talk about that a little."
seg_0040,SPEAKER_8,speaker_7,811.816,903.736,91.92,"Yeah. I, I think there, there can be a kind of, um, you know, in Washington people are very interested in politics, and, and people who are interested in politics tend to be the ones who sort themselves into these, these rival camps with these rival epistemologies, and they lob, you know, grenades at each other through vodcasts and, and whatever else. They're, they're, they're kind of fighting over a kind of mass of people who are, um, you know, not trusting of politicians, disinterested in politics. If you look at the voting behavior, they're, they're not, uh, terribly consistent from one year to another. You know, from 2012 up until 2024, probably 2028, Americans have voted for a different, uh, presidential party every, every year. The midterm elections, they always cycle in and out. And that's been a good model for, for how people are. So in terms of what we're talking about, it's, it's true and it's important, but it's also, um, important to see that that's a description of elite behavior and, and people who are interested in politics. Um, and that's important because elites, I think, matter for, for voting patterns, they matter for, um, for all the things that, that we're talking about. You know, respect for, uh, losers' consent, uh, elections, et cetera, um, all of that matters. But I think that, you know, if you go outside of Washington or New York, um, a lot of people are getting on with their lives, and people are, a lot of people just enjoy having a nice life. Um, that does still happen here, um which is, which is sometimes harder to see for, for all that we're debating. So it's not to say that what we're saying is not right. It is right, but it's also, it's also, there's also a lot else that's going on."
seg_0041,SPEAKER_1,speaker_0,903.746,903.746,0.0,Right.
seg_0042,SPEAKER_9,speaker_8,903.756,930.876,27.12,"But I would just, I would just add to that quickly. You know, I, I think we're separating ourselves in, in other ways. It is the case that that's largely an elite phenomenon, and you have conversations with partisans in Washington, DC that, like, literally don't even make sense to real people in the real world. But we're also dividing ourselves, I think, into, into, in, in another way. You have this sort of m- massive middle of the, the country that is increasingly so turned off by our politics that they're checking out."
seg_0043,SPEAKER_1,speaker_0,930.916,931.116,0.2,Mm-hmm.
seg_0044,SPEAKER_9,speaker_8,931.396,942.056,10.66,"These are people who are news avoiders. These are people who maybe at one point paid attention in sort out of civic obligation, and are just saying, ""I'm, I'm helpless to do anything here, so I'm not gonna do it."""
seg_0045,SPEAKER_1,speaker_0,942.136,942.216,0.08,Right.
seg_0046,SPEAKER_9,speaker_8,942.296,949.416,7.12,"And then I think the, the corollary to that is that the, the partisanship you see in Washington, we've seen this for a long time in Washington,"
seg_0047,SPEAKER_9,speaker_8,950.696,957.206,6.51,sort of bleeds out into the rest of the country where people are now increasingly building their identities around their-
seg_0048,SPEAKER_1,speaker_0,957.256,957.286,0.03,Right
seg_0049,SPEAKER_9,speaker_8,957.286,964.376,7.09,"... partisan associations. And that is, I think, growing at the same time that you have this, this group that is either apathetic or, or-"
seg_0050,SPEAKER_1,speaker_0,964.386,964.456,0.07,Right
seg_0051,SPEAKER_9,speaker_8,964.476,966.136,1.66,... feels like they can't make a difference.
seg_0052,SPEAKER_1,speaker_0,966.216,976.365,10.149,"Uh, Peter, small question for you. Is the post-World War II international liberal order created and maintained by the United States over?"
seg_0053,SPEAKER_4,speaker_3,977.996,979.076,1.08,Yes.
seg_0054,SPEAKER_1,speaker_0,979.116,980.376,1.26,"Okay, thanks. Ashley."
seg_0055,SPEAKER_4,speaker_3,981.956,1034.416,52.46,"That doesn't mean that the United States isn't still the most dominant actor on the stage. It is, obviously. But certainly the, our understanding of what we thought the world order was, uh, for the last 80 years is, is over. It, it is. It just is. Now, it doesn't mean it can't change again with another president, but this president's made very clear that he does not see it as America's role to be friends with Europe the way every president, Republican or Democrat, since World War II did. He does not come at it with this coherent ideology other than... You know, I mean, we, the first term we used the word isolationist a lot. Today, we would not use that word. We would use maybe imperialist. I mean, he, he's kind of himself evolved over time as be- as he's become more comfortable with power. What strikes me is how do people see us today? Do they see us as, you know, a country that's led by Trump and we may or may not agree with Trump, or do they see America as being what Trump says we are?"
seg_0056,SPEAKER_1,speaker_0,1034.866,1034.866,0.0,Right.
seg_0057,SPEAKER_4,speaker_3,1034.876,1060.016,25.14,"And I think that when we have at times been alienated from our friends in Europe, uh, over the Iraq War or over, you know, Pershing missiles, uh, during the Cold War, or whatever, people didn't lose faith in America. They might have disagreed with America's leader at the time. And the, the difference today, I wonder, and I'm not smart enough to know, is whether we are changing our, um, the way we present ourselves to the world and how they see us."
seg_0058,SPEAKER_1,speaker_0,1060.656,1078.856,18.2,"You know, it's interesting. Whenever we do something morally dubious i- in the world, let's use the abandonment of Afghan allies as, as an example, uh, you hear people say, ""Well, that's not who we..."" The critics will say, ""That's not who we are."" But if you ask Kurds or Iranian dissidents right now-"
seg_0059,SPEAKER_8,speaker_7,1079.036,1079.196,0.16,Right
seg_0060,SPEAKER_1,speaker_0,1079.476,1079.776,0.3,... or-
seg_0061,SPEAKER_4,speaker_3,1080.196,1080.666,0.47,That is who we are
seg_0062,SPEAKER_1,speaker_0,1080.836,1097.604,16.768,"... a thousand... And this is the question. I mean, I, I'll, I'll put it open to the panel. I mean, are, is the nature of America right now- Transactionalist in the style of Donald Trump, or is that aberrational? And are actually, is there idealism left at 250?"
seg_0063,SPEAKER_6,speaker_5,1098.284,1138.144,39.86,"Well, I mean, I think the important point is that we are the most erratic and unstable force in, in the globe. Because of our disproportionate, both economic and military power, I think we tend to be pretty myopic here. You know, we're a big inward-looking country buffeted by two oceans. That's been our great strength historically, uh, not just in foreign policy, but in terms of, uh, our own ability to, you know, solve problems without reference to the outside world. Right now, what's happening is the entire world is dependent upon a kind of uncertainty and a kind of superpower crisis of conscience that they don't get a vote in."
seg_0064,SPEAKER_5,speaker_4,1138.704,1186.844,48.14,"Can I just add briefly, I think after Trump's first term, when then Biden won, there was a sense from our allies around the world that Trump won was sort of like a fever dream that they could PTSD black out, right? Um, and we could go back to being the em- the flawed, complicated, but like America that they had known for almost 250 years. And, and Biden reinforced that, right? And once Trump won again, I don't think that our country or our allies know what comes next, but there is a very clear sense that, that this was not an aberration, and perhaps that Biden interregnum was the aberration, and we have to prepare for where we don't know if the next leader is going to be a JD Vance or someone more far right, or skewing to the socialist extreme of the Democratic Party, but it's just all uncertain."
seg_0065,SPEAKER_7,speaker_6,1186.884,1214.704,27.82,"Well, J- a- and I would add to that. I think that, you know, we are dealing with sort of a horseshoe populist phenomenon here. Uh, you go back to 2016, and we of course focus so much on Donald Trump. But you also think about Bernie Sanders in that 2016 election, and the fact that the two candidates who did the most to energize young voters in this country in their respective party bases had one thing in common, which is that neither of them had ever belonged to those parties, right?"
seg_0066,SPEAKER_1,speaker_0,1214.764,1214.904,0.14,Mm-hmm.
seg_0067,SPEAKER_7,speaker_6,1215.304,1292.184,76.88,"Both Donald Trump and Bernie Sanders were sort of introducing this idea that actually the problems here at home are far worse than, th- that have been described to you by the governing class and by these institutions that you've lost trust in, and we need to commence a massive, uh, rethink of our priorities geopolitically and economically and otherwise. And I think that's 10 years ago. We're 10 years removed from that. The fascinating thing for me is when I talk with young people, uh, go around the country, speak on college campuses, far left to far right, everywhere in between, the one great sort of generational point of unity is that these are folks who are quite comfortable with the transactional foreign policy. These, these are, these young people believe that we have been sort of cheated by previous generations that have paid too much attention to what's going on overseas. And I think that the question you're posing, Jeff, we don't quite know the answer in this moment, but my suspicion is that 10, 15, 20 years into the future, when these young people, whose entire political consciousness has been shaped by these past 10 years of the Sanders-Trump phenomenon, this sort of horseshoe populism, my sense is that they're going to render a verdict on this that we're not going to like."
seg_0068,SPEAKER_1,speaker_0,1292.524,1292.814,0.29,Hmm.
seg_0069,SPEAKER_8,speaker_7,1293.204,1309.424,16.22,"Um, I just am reminded, Kurt Vonnegut once wrote, ""You are who you pretend to be, so be careful who you pretend to be."" And I think that matters, because America, as you pointed out, has made lots of mistakes over its period. But the fact that it pretended to care about democracy, and sometimes did, I think mattered a lot."
seg_0070,SPEAKER_6,speaker_5,1309.484,1309.784,0.3,Mm-hmm.
seg_0071,SPEAKER_8,speaker_7,1310.004,1315.204,5.2,The argument that China and Russia have made to the rest of the world is America's just as nakedly self-interested as everyone else.
seg_0072,SPEAKER_1,speaker_0,1315.444,1315.454,0.01,Hmm.
seg_0073,SPEAKER_8,speaker_7,1315.464,1326.384,10.92,"It's wrong to trust them. It's wrong to think of them as, as, as the kind of rightful, uh, hegemon. And the fact that we have abandoned that, what's different is that we're not even saying that we care about those things, and I think that that itself matters."
seg_0074,SPEAKER_1,speaker_0,1326.604,1352.764,26.16,"Right. I want to, uh, ask you all, we're, we're gonna run out of time soon, but I wanna ask you all, uh, to go back in time and, uh, imagine that you could speak to the founders of the United States 250 years ago, and give them a warning about something. A warning in the way the Constitution is written, a warning in the way the government is constructed, a warning about, uh, a problem that they could not foresee. What would it be?"
seg_0075,SPEAKER_4,speaker_3,1353.224,1353.384,0.16,Hmm.
seg_0076,SPEAKER_1,speaker_0,1353.644,1355.324,1.68,"Steve, sorry. You're in the hot seat."
seg_0077,SPEAKER_4,speaker_3,1355.424,1374.744,19.32,"No, I, no, I mean, I'm thinking very quickly. I, uh, this will sound, um, maybe silly. I don't know that I have a warning. I mean, I think if you go back and you look at what they did in the Federalist Papers and what they anticipated about faction, about the potential of a demagogue, I think they saw a lot of this. I mean, obviously there's so much they couldn't have anticipated."
seg_0078,SPEAKER_1,speaker_0,1375.184,1375.194,0.01,Yeah.
seg_0079,SPEAKER_4,speaker_3,1375.244,1376.484,1.24,I think they anticipated a lot.
seg_0080,SPEAKER_1,speaker_0,1376.544,1379.854,3.31,"Yes. Let's whip through it,'cause we only have a couple of seconds. But Idrees, yeah."
seg_0081,SPEAKER_8,speaker_7,1379.904,1386.844,6.94,"Um, you know, they wrote slavery into the Constitution three times, and that sowed the seeds for the almost destruction of the Republic. Um, you know, it was-"
seg_0082,SPEAKER_1,speaker_0,1386.984,1387.144,0.16,Right
seg_0083,SPEAKER_8,speaker_7,1387.244,1387.974,0.73,"... a compromise, but-"
seg_0084,SPEAKER_1,speaker_0,1388.244,1388.364,0.12,Right
seg_0085,SPEAKER_8,speaker_7,1388.504,1388.894,0.39,... that's what happened.
seg_0086,SPEAKER_1,speaker_0,1388.964,1389.724,0.76,That's a pretty big one.
seg_0087,SPEAKER_8,speaker_7,1389.764,1390.014,0.25,That's a pretty big-
seg_0088,SPEAKER_1,speaker_0,1390.064,1391.544,1.48,You're right. You're right. Ashley.
seg_0089,SPEAKER_5,speaker_4,1391.864,1406.884,15.02,"I guess I would just ask them to address what happens when you ha- and again, they recognized some of this, but when people disregard norms and niceties, and what about one of the branches of government doesn't wanna be a check on another, and they just abdicate that. What then?"
seg_0090,SPEAKER_1,speaker_0,1407.184,1407.344,0.16,Right.
seg_0091,SPEAKER_6,speaker_5,1407.764,1420.804,13.04,"Yeah. I mean, look, we are seeing the case study right now. They may have anticipated, uh, uh, and worried about a demagogue or a man who wanted to be king, but they gave us an impeachment process that doesn't work in an age of extreme partisanship."
seg_0092,SPEAKER_1,speaker_0,1421.244,1423.444,2.2,How would you redesign that impeachment process in 10 seconds?
seg_0093,SPEAKER_6,speaker_5,1425.364,1431.654,6.29,"Well, I think we better acknowledge that Congress, uh, is not governed by its institutional interests as much as its party interests."
seg_0094,SPEAKER_1,speaker_0,1431.684,1440.634,8.95,"The, the question is, is it, is it, is it the bravery of the people who are actually elected to, to represent us, or are there systems, structures that could be fixed?"
seg_0095,SPEAKER_4,speaker_3,1440.944,1456.604,15.66,"I think the biggest problem that ca- ha- wasn't anticipated then that is affecting our politics today aside from social media is money. Money and politics, because we, we've defined now money to be speech. They want, they wanna protect speech, but money obviously drives parties, it drives politics in a way that I don't think they anticipated."
seg_0096,SPEAKER_7,speaker_6,1457.624,1477.764,20.14,"I'm sort of with Steve. Uh, you know, i- if men were angels, no government would be necessary. These guys were pretty clear-eyed about the threats that we faced. Um, I don't know that any of this is necessarily new under the sun, but it is new to us, and I think that's what's so disconcerting as we celebrate 250 years, wondering how we got to this place and how we get out of it."
seg_0097,SPEAKER_1,speaker_0,1478.824,1533.504,54.68,"Well, this has been a great conversation. I wish we could go on all day, but we can't. I want to thank everyone on the panel, really, for your expertise and, and your analysis. And I want to thank everyone here, uh, in our studio, and everyone at home for joining us. And I want to leave you this evening with a, a thought from President Reagan, who said in his farewell address, ""Because we're a great nation, our challenges seem complex. It will always be this way. But as long as we remember our first principles and believe in ourselves, the future will always be ours."" Just want to say that I'm, we do indeed live in strange and unsettling times, but I take comfort in the fact that for 250 years, the United States has forged its way through great and terrible challenges. And sometimes we merely muddle through, and sometimes everything seem to hang in the balance, but we've consistently made our way to the far side of crisis, and I have faith that we will continue to do so into the future. I'm Jeffrey Goldberg. Good night from Washington."
seg_0098,SPEAKER_2,speaker_1,1535.064,1541.484,6.42,Corporate funding for Washington Week with The Atlantic is provided by Consumer Cellular.
seg_0099,SPEAKER_2,speaker_1,1542.804,1578.444,35.64,"Additional funding is provided by Koo and Patricia Yuen through The Yuen Foundation, committed to bridging cultural differences in our communities, Sandra and Carl DeLay-Magnuson, Rose Hirschel and Andy Shreeves, Robert and Susan Rosenbaum, Jay and Sharon Rockefeller, Charles Hamowey through The Charles Hamowey Fund, Steve and Marilyn Kerman, Leonard and Norma Clorfeing, and by contributions to your PBS station from viewers like you. Thank you."
