speaker,start,end,text
speaker_2,259.87,260.26,"Yeah, yeah."
speaker_0,261.519,278.82,"Uh, the story is true. I did get hit by an SUV going, like, 60 in Manhattan. We were leaving a bar with my friend who's, who works here. He can actually vouch for me. And I'm leaving and I was like, ""I'll get a cab,"" and I walk into the street and this car went, and it was just speeding down, and I ripped the mirror off the car-"
speaker_1,279.66,279.67,Oh
speaker_0,279.67,280.66,...'cause it was going that fast.
speaker_2,280.72,281.539,How was your arm?
speaker_0,281.62,282.55,I had a giant gash in my arm.
speaker_2,282.58,284.62,Could it have been deliberate? Was it Colbert?
speaker_0,285.94,286.44,It was not.
speaker_0,291.39,292.7,That's Stephen Colbert.
speaker_0,293.92,296.14,This is before we had shows on at the same time.
speaker_2,296.16,296.17,Oh.
speaker_0,296.17,297.78,He would never do that to me back then.
speaker_1,297.86,298.05,Uh-huh.
speaker_0,298.05,299.86,"All right, here we go. Hugh, it is your turn. Uh-"
speaker_2,299.98,300.78,"Oh, yeah, I would. One or two?"
speaker_0,301.02,301.04,Uh-
speaker_1,302.0,302.4,Two.
speaker_2,303.2,303.44,Two.
speaker_0,303.57,303.57,Two.
speaker_2,303.58,303.94,Two again.
speaker_2,305.88,306.18,All right.
speaker_2,308.1,308.56,"Um,"
speaker_2,310.14,319.34,"as a child, I had a compulsion to stick apple peel up my nose-... and I spent many happy hours having it removed by London's finest doctors."
speaker_0,321.53,321.53,Uh-
speaker_2,321.56,323.16,This already sounds very true.
speaker_0,323.26,325.8,It's fantas- But how old are you? How old are you?
speaker_2,326.32,327.04,I was 34.
speaker_2,330.86,332.37,"Oh, I guess I was five or something."
speaker_0,332.37,335.41,But why would you...'Cause you had no toys? Were you bored? Or you wanna see what happened?
speaker_2,335.54,353.54,"I think I know what it was. I had an uncle who used to do that thing where he, he wanted to pick his nose, but he was too polite, so he used to do it with a sort of hanky, you know? And I think I was impressed. Why I transferred from hanky to apple peel, I don't know. But I did, and I quite enjoyed the experience, and I repeated it."
speaker_0,353.78,357.02,"So wait, you kept shoving them up? Did any, did Mom or Dad know that you had them up your nose?"
speaker_2,357.52,364.55,"Yeah, I'd say, ""I've done it again."" And, uh, back we went to the ear, nose, and throat specialist and-... Charing Cross Hospital"
speaker_0,364.74,365.3,Done it again.
speaker_2,365.44,365.69,Done it again.
speaker_0,365.69,365.82,Done it again.
speaker_2,365.86,366.38,"Again, yeah."
speaker_0,366.48,368.26,"Uh, I think, I think it happened."
speaker_2,368.38,368.72,You do?
speaker_0,369.16,369.94,"I think it's true, right?"
speaker_1,370.32,370.48,Oh.
speaker_2,370.8,370.99,I think he-
speaker_0,370.99,371.58,I think it sounds kind of-
speaker_2,371.68,372.88,I think he's pulling our johnson.
speaker_0,372.94,377.2,"Well, all right. He's saying false. You say it didn't happen. I agree with Matthew. It did not happen."
speaker_2,377.96,379.53,But of course it happened. Of course it happened.
speaker_0,380.46,381.06,It did happen.
speaker_0,382.27,382.27,Yeah.
speaker_0,385.88,387.96,Bad kid. You're a bad child.
speaker_2,388.02,388.03,Yeah.
speaker_0,388.03,389.12,You're a bad child.
speaker_2,389.13,389.13,Yeah.
speaker_0,389.16,391.04,"All right, thanks to Matthew McConaughey, Hugh Grant."
speaker_3,392.8,396.68,"Uh, uh-huh. It's on and on and on. Uh, I said"
speaker_3,398.26,399.94,it. And it's on and on and on
