segment_id,speaker_id,raw_elevenlabs_speaker_ids,start_sec,end_sec,duration_sec,text
seg_0102,SPEAKER_1,speaker_0,231.26,231.29,0.03,It's all-
seg_0103,SPEAKER_3,speaker_2,231.3,232.45,1.15,"And you were in flip-flops, though?"
seg_0104,SPEAKER_1,speaker_0,232.86,235.06,2.2,"No, I was wear- I was into, like, clogs at this time of my life."
seg_0105,SPEAKER_3,speaker_2,235.14,236.9,1.76,"Oh, and they were untied anyway, though."
seg_0106,SPEAKER_1,speaker_0,236.92,237.68,0.76,They were tied up.
seg_0107,SPEAKER_3,speaker_2,237.74,238.02,0.28,Mm.
seg_0108,SPEAKER_2,speaker_1,238.82,240.8,1.98,What else were you wearing besides clogs?
seg_0109,SPEAKER_1,speaker_0,241.84,242.68,0.84,I was wearing jeans.
seg_0110,SPEAKER_3,speaker_2,242.86,244.62,1.76,Did you have underwear on under those jeans?
seg_0111,SPEAKER_1,speaker_0,245.7,248.34,2.64,"Yeah, for a moment. No, I did, yeah."
seg_0112,SPEAKER_3,speaker_2,248.5,252.27,3.77,"Were, were those underwear the- Were they still clean after the, after the clogs?"
seg_0113,SPEAKER_1,speaker_0,252.28,253.92,1.64,"No. No, yeah, no. Questions are-"
seg_0114,SPEAKER_3,speaker_2,254.34,255.78,1.44,"The story, the story is false. It's false."
seg_0115,SPEAKER_1,speaker_0,255.8,256.01,0.21,It is false.
seg_0116,SPEAKER_3,speaker_2,256.019,256.35,0.331,Because it-
seg_0117,SPEAKER_1,speaker_0,256.63,256.67,0.04,Yeah
seg_0118,SPEAKER_3,speaker_2,256.68,259.06,2.38,"... for a start, you weren't really hit. If anything, you were brushed."
seg_0119,SPEAKER_1,speaker_0,259.089,259.8,0.711,Yeah. It just nicked you.
seg_0120,SPEAKER_3,speaker_2,259.87,260.26,0.39,"Yeah, yeah."
seg_0121,SPEAKER_1,speaker_0,261.519,278.82,17.301,"Uh, the story is true. I did get hit by an SUV going, like, 60 in Manhattan. We were leaving a bar with my friend who's, who works here. He can actually vouch for me. And I'm leaving and I was like, ""I'll get a cab,"" and I walk into the street and this car went, and it was just speeding down, and I ripped the mirror off the car-"
seg_0122,SPEAKER_2,speaker_1,279.66,279.67,0.01,Oh
seg_0123,SPEAKER_1,speaker_0,279.67,280.66,0.99,...'cause it was going that fast.
seg_0124,SPEAKER_3,speaker_2,280.72,281.539,0.819,How was your arm?
seg_0125,SPEAKER_1,speaker_0,281.62,282.55,0.93,I had a giant gash in my arm.
seg_0126,SPEAKER_3,speaker_2,282.58,284.62,2.04,Could it have been deliberate? Was it Colbert?
seg_0127,SPEAKER_1,speaker_0,285.94,286.44,0.5,It was not.
seg_0128,SPEAKER_1,speaker_0,291.39,292.7,1.31,That's Stephen Colbert.
seg_0129,SPEAKER_1,speaker_0,293.92,296.14,2.22,This is before we had shows on at the same time.
seg_0130,SPEAKER_3,speaker_2,296.16,296.17,0.01,Oh.
seg_0131,SPEAKER_1,speaker_0,296.17,297.78,1.61,He would never do that to me back then.
seg_0132,SPEAKER_2,speaker_1,297.86,298.05,0.19,Uh-huh.
seg_0133,SPEAKER_1,speaker_0,298.05,299.86,1.81,"All right, here we go. Hugh, it is your turn. Uh-"
seg_0134,SPEAKER_3,speaker_2,299.98,300.78,0.8,"Oh, yeah, I would. One or two?"
seg_0135,SPEAKER_1,speaker_0,301.02,301.04,0.02,Uh-
seg_0136,SPEAKER_2,speaker_1,302.0,302.4,0.4,Two.
seg_0137,SPEAKER_3,speaker_2,303.2,303.44,0.24,Two.
seg_0138,SPEAKER_1,speaker_0,303.57,303.57,0.0,Two.
seg_0139,SPEAKER_3,speaker_2,303.58,303.94,0.36,Two again.
seg_0140,SPEAKER_3,speaker_2,305.88,306.18,0.3,All right.
seg_0141,SPEAKER_3,speaker_2,308.1,308.56,0.46,"Um,"
seg_0142,SPEAKER_3,speaker_2,310.14,319.34,9.2,"as a child, I had a compulsion to stick apple peel up my nose-... and I spent many happy hours having it removed by London's finest doctors."
seg_0143,SPEAKER_1,speaker_0,321.53,321.53,0.0,Uh-
seg_0144,SPEAKER_3,speaker_2,321.56,323.16,1.6,This already sounds very true.
seg_0145,SPEAKER_1,speaker_0,323.26,325.8,2.54,It's fantas- But how old are you? How old are you?
seg_0146,SPEAKER_3,speaker_2,326.32,327.04,0.72,I was 34.
seg_0147,SPEAKER_3,speaker_2,330.86,332.37,1.51,"Oh, I guess I was five or something."
seg_0148,SPEAKER_1,speaker_0,332.37,335.41,3.04,But why would you...'Cause you had no toys? Were you bored? Or you wanna see what happened?
seg_0149,SPEAKER_3,speaker_2,335.54,353.54,18.0,"I think I know what it was. I had an uncle who used to do that thing where he, he wanted to pick his nose, but he was too polite, so he used to do it with a sort of hanky, you know? And I think I was impressed. Why I transferred from hanky to apple peel, I don't know. But I did, and I quite enjoyed the experience, and I repeated it."
seg_0150,SPEAKER_1,speaker_0,353.78,357.02,3.24,"So wait, you kept shoving them up? Did any, did Mom or Dad know that you had them up your nose?"
seg_0151,SPEAKER_3,speaker_2,357.52,364.55,7.03,"Yeah, I'd say, ""I've done it again."" And, uh, back we went to the ear, nose, and throat specialist and-... Charing Cross Hospital"
seg_0152,SPEAKER_1,speaker_0,364.74,365.3,0.56,Done it again.
seg_0153,SPEAKER_3,speaker_2,365.44,365.69,0.25,Done it again.
seg_0154,SPEAKER_1,speaker_0,365.69,365.82,0.13,Done it again.
seg_0155,SPEAKER_3,speaker_2,365.86,366.38,0.52,"Again, yeah."
seg_0156,SPEAKER_1,speaker_0,366.48,368.26,1.78,"Uh, I think, I think it happened."
seg_0157,SPEAKER_3,speaker_2,368.38,368.72,0.34,You do?
seg_0158,SPEAKER_1,speaker_0,369.16,369.94,0.78,"I think it's true, right?"
seg_0159,SPEAKER_2,speaker_1,370.32,370.48,0.16,Oh.
seg_0160,SPEAKER_3,speaker_2,370.8,370.99,0.19,I think he-
seg_0161,SPEAKER_1,speaker_0,370.99,371.58,0.59,I think it sounds kind of-
seg_0162,SPEAKER_3,speaker_2,371.68,372.88,1.2,I think he's pulling our johnson.
seg_0163,SPEAKER_1,speaker_0,372.94,377.2,4.26,"Well, all right. He's saying false. You say it didn't happen. I agree with Matthew. It did not happen."
seg_0164,SPEAKER_3,speaker_2,377.96,379.53,1.57,But of course it happened. Of course it happened.
seg_0165,SPEAKER_1,speaker_0,380.46,381.06,0.6,It did happen.
seg_0166,SPEAKER_1,speaker_0,382.27,382.27,0.0,Yeah.
seg_0167,SPEAKER_1,speaker_0,385.88,387.96,2.08,Bad kid. You're a bad child.
seg_0168,SPEAKER_3,speaker_2,388.02,388.03,0.01,Yeah.
seg_0169,SPEAKER_1,speaker_0,388.03,389.12,1.09,You're a bad child.
seg_0170,SPEAKER_3,speaker_2,389.13,389.13,0.0,Yeah.
seg_0171,SPEAKER_1,speaker_0,389.16,391.04,1.88,"All right, thanks to Matthew McConaughey, Hugh Grant."
seg_0172,SPEAKER_4,speaker_3,392.8,396.68,3.88,"Uh, uh-huh. It's on and on and on. Uh, I said"
seg_0173,SPEAKER_4,speaker_3,398.26,399.94,1.68,it. And it's on and on and on
