speaker,start,end,text
speaker_1,81.28,81.86,And then after that...
speaker_2,82.2,82.37,All right
speaker_1,82.4,82.64,... okay.
speaker_2,82.78,83.22,Now look at this.
speaker_1,83.28,83.29,Sh-
speaker_2,83.3,84.43,Mine's pretty good over here
speaker_1,84.48,84.65,"... show, show."
speaker_2,84.65,86.84,"There's some sections of, uh, skin still, but what the hell."
speaker_1,86.92,87.66,"Where, where- where's the orange gone?"
speaker_2,87.7,90.899,"And it's, like, 1:00 in the morning. Who, you know? All right."
speaker_1,90.94,94.55,"Forget that one. Right. Fennel. Okay, here we go. Now with the fennel-"
speaker_2,94.7,95.45,"Oh, all right. Whoa, okay"
speaker_1,95.45,96.02,"... okay, so push it off."
speaker_2,96.11,96.11,Yep.
speaker_1,96.12,97.64,And just slice that down nice and thin.
speaker_2,97.66,98.38,Now that I can do.
speaker_1,98.52,98.8,Okay.
speaker_2,98.97,99.91,"That looks... See, that was explained clearly."
speaker_1,99.92,100.3,"Watch, watch your fingers."
speaker_0,100.36,101.759,I segmented another one.
speaker_1,101.92,103.76,Where's the s- where- where's the segment?
speaker_0,103.79,104.02,What?
speaker_1,104.28,105.34,Where is it? Where is it?
speaker_0,105.88,106.92,I threw it over there.
speaker_1,108.29,108.62,"Oh, jeez. Okay, look."
speaker_2,108.66,109.88,"All right. I'm, I'm doing well, Gordon."
speaker_1,109.93,109.93,"So, so-"
speaker_2,109.98,110.57,I will be the one-
speaker_0,110.64,112.14,That's the good part. That's the inside part.
speaker_1,112.28,112.63,"Right. Okay, okay."
speaker_2,112.63,113.24,"All right, stop yelling."
speaker_1,113.28,113.4,I...
speaker_0,115.18,115.19,I'm sorry.
speaker_1,115.2,115.5,Okay.
speaker_0,115.7,115.82,Cook.
speaker_1,115.88,116.96,Right. That's great.
speaker_2,117.06,117.19,All right.
speaker_1,117.24,118.38,"Now from there, take your bag."
speaker_2,118.56,118.84,All right.
speaker_1,119.14,121.11,"Okay. Now we'll do one each, okay? Here we go."
speaker_0,121.12,122.6,Why would you become a cook?
speaker_1,125.42,129.96,"Come on, Norm, keep it together. Okay. It's not that bad."
speaker_1,132.06,132.42,"Uh, big boy."
speaker_2,132.72,133.36,"Okay, all right."
speaker_1,133.64,134.109,"The word, the-"
speaker_2,134.2,134.209,So-
speaker_1,134.209,134.25,... the word's chef.
speaker_2,134.25,134.25,All right.
speaker_0,134.25,136.62,"Chef. I'm sorry, chef. You're right. I know."
speaker_1,136.66,138.12,"Lady, lady, ladies cook."
speaker_0,138.22,138.91,"I know, I know."
speaker_2,138.92,139.88,Okay. All right.
speaker_1,140.29,140.36,Right.
speaker_3,140.4,140.41,Oh.
speaker_1,140.42,144.14,"I think, Joe, think it's... Oh,. All right, all right."
speaker_2,144.18,144.66,"No, you okay?"
speaker_1,144.96,146.17,"Um, I, um-"
speaker_2,146.36,147.12,"Hey, hey, hey, hey!"
speaker_1,147.56,147.59,"Oh, God."
speaker_2,147.6,149.12,We can bleep out the swear-
speaker_1,149.24,149.35,"Oh, God"
speaker_2,149.35,151.59,"... when there's this going around, I can't do anything with that."
speaker_1,151.59,153.579,I was waving to the camera.
speaker_2,153.64,153.69,And this goes in.
speaker_1,153.7,154.54,I was waving.
speaker_2,154.7,155.74,All right. So we got the-
speaker_1,155.98,156.13,Right
speaker_2,156.13,157.04,... vegetables in the bag.
speaker_1,157.46,158.48,Okay. Right. Fennel.
speaker_2,158.54,158.84,Fennel.
speaker_1,158.93,158.93,Fennel.
speaker_2,158.98,160.18,The fennel goes in the bag.
speaker_1,160.19,161.3,"Uh, oh. Don't you-"
speaker_2,161.38,162.3,"Well, you need the bag"
speaker_1,162.34,163.8,... I need the bag.
speaker_2,163.92,165.89,Stop it! Stop it!
speaker_1,167.72,168.35,"Okay. Now, w-"
speaker_2,168.35,169.2,None of this will air
speaker_1,169.28,169.47,"... okay, okay."
speaker_2,169.47,171.72,We're gonna show an old F Troop in this section.
speaker_1,172.29,173.38,"S- right, right. Fennel on-"
speaker_2,173.44,174.23,"All right, fennel in here"
speaker_1,174.42,174.65,"... okay, on there."
speaker_0,174.65,176.36,"By the way, there's a bottle of booze."
speaker_2,176.58,177.06,"Oh, hey."
speaker_1,177.74,178.9,"Norm, you're supposed to be following me."
speaker_2,179.02,179.3,All right.
speaker_1,179.36,179.53,"All right, oranges."
speaker_2,179.53,180.88,"All right, so we put oranges in here."
speaker_1,180.93,181.45,Okay. And then from there-
speaker_2,181.51,181.76,This is a mess
speaker_1,181.84,182.94,... red mullet.
speaker_2,182.97,182.97,Okay. Red mullet.
speaker_1,182.97,182.97,Red mu-
speaker_2,182.98,183.39,Is that a kind of fish?
speaker_1,183.39,184.66,"No, no, no, knife doesn't go in the bag."
speaker_2,184.84,185.0,Yeah.
speaker_0,185.1,185.109,I gotcha.
speaker_1,185.12,186.88,"You'll sli- you'll slice someone's throat open, Norm."
speaker_2,186.92,186.96,Yeah.
speaker_1,187.18,190.46,"Okay, right. From there, a little bit of salt, a little bit of pepper, olive oil."
speaker_2,190.489,190.72,Okay.
speaker_1,190.73,190.73,Okay.
speaker_2,190.74,191.62,A little olive oil.
speaker_1,191.64,191.769,Now-
speaker_2,192.06,192.99,A little aglio e olio
speaker_1,193.02,195.44,"... now from there, now watch carefully, a bit of seasoning. Okay?"
speaker_2,195.94,196.46,"Uh. Whoa, okay."
speaker_1,196.64,199.1,"Norm, you're making me feel dizzy standing there looking busy. Right."
speaker_2,199.109,199.109,All right.
speaker_1,199.14,199.6,Here we go.
speaker_2,200.14,200.64,This is crazy.
speaker_0,200.86,207.48,"I'll tell you one thing, man, I'm not eating this of yours. That's all I can guarantee."
speaker_1,207.54,208.36,Don't... Oh.
speaker_2,208.54,208.65,This is-
speaker_1,208.7,210.59,Stop. You haven't even tasted it yet.
speaker_2,210.6,215.39,Why are we even having a cooking segment at this point? Why would there even be a cooking segment?
speaker_2,217.26,219.96,My fault for letting anybody even have a cooking segment with you people.
speaker_1,220.02,220.44,Right. Here we go.
speaker_2,220.58,221.18,Ridiculous.
speaker_1,221.35,223.18,"Right, no, right here. Right, fold the bag over."
speaker_0,223.24,223.46,Yeah.
speaker_2,223.66,223.81,"Oh, yeah."
speaker_1,223.81,224.82,Okay. Nice and tight.
speaker_2,224.9,225.12,All right.
speaker_1,225.18,228.579,"Okay? And then from there, twist the paper so we seal the ends."
speaker_2,228.59,228.92,Twist the paper. All right.
speaker_1,228.94,229.42,Nice and tight.
speaker_0,229.66,230.9,"Oh, God, I hope he's a magician."
speaker_1,232.38,233.01,Nice and... Nice and tight.
speaker_2,233.04,233.96,A bird's gonna come out.
speaker_1,234.049,234.049,Okay?
speaker_2,234.08,234.82,"Yeah. All right, here we go."
speaker_1,234.85,235.17,"Now, all the way-"
speaker_2,235.68,235.88,All right
speaker_1,235.9,236.549,... all the way around.
speaker_2,236.72,236.95,All right.
speaker_1,237.04,237.32,Okay?
speaker_2,237.38,238.049,Now chop-chop.
speaker_0,238.08,238.2,Yeah.
speaker_1,238.56,240.24,"Now from there, a little hole."
speaker_2,240.28,241.06,A little hole.
speaker_1,241.14,241.46,Okay.
speaker_2,241.49,241.49,Right there.
speaker_1,241.5,244.02,"And then from there, pour a little bit of wine in there."
speaker_2,244.04,246.1,"That's a big waste of wine right there, buddy boy."
speaker_1,246.109,246.109,Okay.
speaker_2,246.109,246.39,"All right, right in here."
speaker_1,246.4,251.12,"And then from there, turn it around. Okay. Oh,."
speaker_2,251.16,251.34,What?
speaker_1,251.42,252.07,"Come on, Norm."
speaker_0,252.15,253.92,What the is that?
speaker_1,254.22,256.0,You're gonna be tight. It's tight.
speaker_2,256.3,256.76,What have you done?
speaker_0,256.82,258.519,"Gordon then goes, ""Look what Norm did."""
speaker_1,260.22,261.81,We've got to turn the bag so it's tight.
speaker_0,262.1,263.23,This is Paul Simon's welfare.
speaker_2,263.23,264.2,This is not gonna air.
speaker_1,264.25,264.25,So-
speaker_2,264.26,265.94,This will never be seen by anybody.
speaker_1,266.39,266.4,Just-
speaker_2,266.409,268.44,This will never be seen by anybody
speaker_1,268.54,269.76,"... just, just concentrate."
speaker_2,269.82,270.45,We've learned.
speaker_1,271.4,271.64,Okay.
speaker_2,271.69,272.92,"Okay, what does it look like at the end?"
speaker_1,272.98,272.99,Okay. Right.
speaker_2,273.02,275.2,"Oh, look, it just came out magically from a pan."
speaker_1,275.78,277.36,This is how it's cooked. As it cooks-
speaker_0,277.39,277.69,"Oh, yeah, yeah"
speaker_1,277.72,279.22,... it steams inside the bag.
speaker_2,279.32,279.56,Okay.
speaker_1,279.87,280.9,Okay? So then you rip it open.
speaker_2,281.24,281.26,Wow.
