speaker,start,end,text
speaker_2,392.468,434.788,"outraged. I'm not gonna, I'm not gonna fall into the Democratic trap of, ""Oh my God, the Democratic socialists are taking over the country,"" when we're talking about, one, wins in deep blue seats in congressional districts. Um, two, when we're talking about what really to me is the big trend here, is that the establishment, the incumbents are being thrown out. Um, and folks are angry. They're angry because of affordability. They're angry because the president is r- robbing the nation blind. They're angry because it doesn't seem like a- any of these elected officials are doing anything to hold the president accountable for what's happened. I mean, Diana DeGette is no conservative. She was a progressive."
speaker_0,435.098,435.098,Yeah.
speaker_2,435.148,471.668,"Uh, Congressman Dan Goldman, not a per- big capital P progressive, but he was, you know, s- left of s- of center. Brad Lander, who, um, another person who beat, uh, in a se- who beat Dan Goldman, he's no socialist. He's basically like a mainstream Democrat in, in New York City. And so to my mind, um, I think we need to pay attention to what voters are saying. If they're choosing the Democratic Socialist, Socialist candidate, then Democrats need to pay attention to, well, why did they choose the DSA candidate and not, um, someone who's a little closer to the center?"
speaker_0,471.848,471.898,Mm-hmm.
speaker_2,472.088,506.888,"Could it be that their, their message on the economy, their message on what they're going to do is resonating? And, you know, quite honestly, you know, Mayor Mamdani, who has put his weight behind a lot of these candidates, the thing he has going for him is New York City is doing fine. A lot of people predicted that, ""Oh, you pr- you elect a socialist and the, the city will go to pot."" And instead, it's... I'm not gonna say it's the opposite, but the dire predictions haven't proven true. And so I think it, there's still time to look at other races, um, to see whether the DSA is actually a thing."
speaker_0,506.928,507.048,Mm-hmm.
speaker_2,507.078,512.068,And a thing in the way that the Tea Party h- had become for Republicans in the way back.
speaker_0,512.368,549.938,"Lots more races ahead. We'll talk about it some more, but I'm not sure if you heard or not, in the meantime, America's turning 250 tomorrow. We've been talking about it a little bit. When we step back to see how Americans are looking at their own country right now, we have some insights from our latest PBS News NPR Marist poll. It found 65% of people say that they're proud to be American. 83% say the country has moved away from its founding principles and ideals. And at the same time, some 53% of Americans say the country's best days are still ahead of us. So David, do you see more reason to be concerned than there are more reason to be hopeful?"
speaker_1,550.068,582.748,"I'm hopeful. We go through this, we go through periods every few decades where people just wanna burn everything down. And that was brutal to live through those periods, but we get through them. And we get through them because we're a nation of awesome vitality. We have the vitality to change and to fix things, and we've done it again and again, the 1770s, the 1830s, the 1890s, the 1960s. So we're gonna do it again. And I have tremendous love for the country, but also tremendous compassion for the country, for the evils we've done, for those who've suffered from those evils. And you gotta have love for your country and compassion for the country at the same time."
speaker_0,583.348,587.628,"Jonathan, last word to you. On this, I should say, your birthday weekend. Belated happy birthday to you."
speaker_2,587.668,640.588,"Well, well thank you very much. I consider myself to be part of the 65%-... who are proud of their country. Um, you know, it's times like these when I feel most patriotic, because this is when I get to say, ""You know what? This country's mine. This country is mine, too. My ancestors were brought here in chains, and they helped build this country and to help to make it a great power."" My ancestors, meaning Black community writ large, marched in the streets demanding that this country live up to its ideals in the ni- in, in the 1950s and the 1960s. Um, which made it possible for me to sit here right now. There's backtracking, there's regression, um, but I am optimistic because this is America. How could I not be optimistic when the history that allowed me to be here is gonna be the history that is going to keep us going forward?"
speaker_0,641.428,644.098,"Jonathan Capehart, David Brooks, thank you so much to you both."
speaker_2,644.108,644.298,Thanks.
speaker_1,644.298,644.298,Thanks.
speaker_0,644.728,645.188,Happy Fourth.
speaker_2,645.768,646.188,Same to you.
speaker_3,657.028,664.758,"Support journalism you trust. Support PBS News. Donate now, or even better, start a monthly contribution today."
